"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"226134_s_at",1.29455249853825,8.54568218224901,5.49996525493912,5.34583231839802e-07,6.34319679024382e-06,5.7429889157884,"MSI2","musashi RNA binding protein 2","Upregulated",1.29455249853825
"237291_at",1.43131120548983,4.51333695882756,5.49979324535614,5.34951656095036e-07,6.3440427898095e-06,5.742319896138,"PRORSD1P","prolyl-tRNA synthetase associated domain containing 1, pseudogene","Upregulated",1.43131120548983
"239537_at",2.2945894664239,3.59503446690431,5.49975140700287,5.35041306678103e-07,6.3440427898095e-06,5.74215716997406,"ST8SIA2","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2","Upregulated",2.2945894664239
"207030_s_at",1.80658330804165,9.03668112924077,5.49862524824404,5.37459983465478e-07,6.3681178440611e-06,5.73777727496935,"CSRP2","cysteine and glycine rich protein 2","Upregulated",1.80658330804165
"228387_at",1.93446538349944,5.83316203930386,5.4983917011783,5.37962922798089e-07,6.36947582823041e-06,5.73686900136398,"LINC01355","long intergenic non-protein coding RNA 1355","Upregulated",1.93446538349944
"219736_at",2.29055662154962,5.74047495131308,5.49743926324938,5.40018778975755e-07,6.38920511109881e-06,5.73316509554033,"TRIM36","tripartite motif containing 36","Upregulated",2.29055662154962
"205229_s_at",2.06448801426135,6.53629025543348,5.49717042981888,5.40600458609774e-07,6.39454970356037e-06,5.73211968486316,"COCH","cochlin","Upregulated",2.06448801426135
"1559023_a_at",1.11035363518947,5.73015796512033,5.49690352315193,5.41178579021381e-07,6.39831195048177e-06,5.73108178732779,"EFCAB14","EF-hand calcium binding domain 14","Upregulated",1.11035363518947
"206005_s_at",1.36053428442826,5.23213816425201,5.49510074580864,5.45099357138752e-07,6.4384791326756e-06,5.7240720149288,"CEP162","centrosomal protein 162","Upregulated",1.36053428442826
"235203_at",1.20243439517431,5.87604682061417,5.49434474654742,5.46751849294205e-07,6.45644786374369e-06,5.72113272729101,"","","Upregulated",1.20243439517431
"216187_x_at",1.16060468993096,9.83081589745949,5.49331171469245,5.49017860079496e-07,6.48165111346732e-06,5.71711661664267,"","","Upregulated",1.16060468993096
"239862_at",1.9239885677976,6.02928519292339,5.49059489432543,5.5502154213705e-07,6.54311093050738e-06,5.70655592052934,"","","Upregulated",1.9239885677976
"227481_at",1.90515053631849,7.65176483828919,5.48966768667091,5.57085248034138e-07,6.56584151389158e-06,5.70295220960865,"CNKSR3","CNKSR family member 3","Upregulated",1.90515053631849
"231146_at",1.24292313497974,5.4834990911858,5.48931320644654,5.57876215123893e-07,6.57204091874585e-06,5.70157454248766,"FAM24B","family with sequence similarity 24 member B","Upregulated",1.24292313497974
"239155_at",2.03105786676849,5.63401739103508,5.48910115897636,5.58349893788387e-07,6.5760279020718e-06,5.7007504494507,"CXADR","coxsackie virus and adenovirus receptor","Upregulated",2.03105786676849
"244198_at",1.63237191773164,3.17379435611898,5.48898230101575,5.58615575642899e-07,6.5760279020718e-06,5.70028853017196,"RANBP17","RAN binding protein 17","Upregulated",1.63237191773164
"235112_at",1.49501173694807,6.98671604724716,5.48828022838637,5.60187449223403e-07,6.59295475100119e-06,5.69756013910854,"KIAA1958","KIAA1958","Upregulated",1.49501173694807
"228997_at",1.46406624106456,5.19642126529099,5.48373010268907,5.7048073804449e-07,6.70287623614022e-06,5.6798809153437,"TRNAU1AP","tRNA selenocysteine 1 associated protein 1","Upregulated",1.46406624106456
"227785_at",1.14053961139887,6.63513617458969,5.48358009038176,5.70823244640807e-07,6.70529945071382e-06,5.67929815399133,"SDCCAG8","serologically defined colon cancer antigen 8","Upregulated",1.14053961139887
"204533_at",2.73018425510662,6.75399216671543,5.48341699006098,5.71195863165081e-07,6.7080751405165e-06,5.67866455627555,"CXCL10","C-X-C motif chemokine ligand 10","Upregulated",2.73018425510662
"225864_at",1.65569798958752,8.41953991171088,5.4803957280194,5.78141652329508e-07,6.78284376182145e-06,5.66692921695585,"FAM84B","family with sequence similarity 84 member B","Upregulated",1.65569798958752
"203762_s_at",1.23191251459189,6.47153718061879,5.48034816361661,5.78251662991871e-07,6.78284376182145e-06,5.66674448602752,"DYNC2LI1","dynein cytoplasmic 2 light intermediate chain 1","Upregulated",1.23191251459189
"227509_x_at",1.41373730964387,4.98876534536333,5.47654245193274,5.87120862771524e-07,6.88031824110464e-06,5.65196596493149,"","","Upregulated",1.41373730964387
"209337_at",1.60097358481675,9.76492923437845,5.47436321040083,5.92259680617066e-07,6.93063545876907e-06,5.6435053230133,"PSIP1","PC4 and SFRS1 interacting protein 1","Upregulated",1.60097358481675
"236780_at",1.27556432404987,4.80995214026174,5.47350134134378,5.94304218338714e-07,6.95115793785299e-06,5.64015960132223,"","","Upregulated",1.27556432404987
"37004_at",3.39546925775413,5.52122789280325,5.47288270693412,5.95776029326214e-07,6.96350381830285e-06,5.63775823443266,"SFTPB","surfactant protein B","Upregulated",3.39546925775413
"242143_at",1.36084636567018,7.5273433707104,5.47238030869786,5.96973936761497e-07,6.97419195304439e-06,5.63580814596721,"","","Upregulated",1.36084636567018
"242724_x_at",1.43379405632928,3.500048135252,5.4716988015019,5.98602694610906e-07,6.98824265568656e-06,5.63316295283865,"","","Upregulated",1.43379405632928
"230951_at",1.96974672995013,5.00986197303611,5.47162887274878,5.98770066807163e-07,6.98853858571634e-06,5.63289153993431,"EPB41L5","erythrocyte membrane protein band 4.1 like 5","Upregulated",1.96974672995013
"1553710_at",1.82529996860612,3.13511078788168,5.46480885738956,6.15316616691579e-07,7.15958495094408e-06,5.60642801137523,"FAM218A","family with sequence similarity 218 member A","Upregulated",1.82529996860612
"214742_at",1.45355148911951,4.72247899098655,5.46126957014193,6.2407994779005e-07,7.242712733704e-06,5.59269995638689,"CEP131","centrosomal protein 131","Upregulated",1.45355148911951
"229190_at",1.46148686244764,4.76213806811377,5.45702782250292,6.34744380469739e-07,7.35780134977019e-06,5.57625205112947,"LOC105374366","uncharacterized LOC105374366","Upregulated",1.46148686244764
"211762_s_at",1.23019247248131,9.27656177375005,5.45526092433961,6.39239332033223e-07,7.40467274278691e-06,5.56940223823845,"KPNA2","karyopherin subunit alpha 2","Upregulated",1.23019247248131
"241972_at",1.51941076487212,4.36873016005552,5.45508832644055,6.39680091912266e-07,7.40629136064162e-06,5.56873316934661,"ZNF674-AS1","ZNF674 antisense RNA 1 (head to head)","Upregulated",1.51941076487212
"219454_at",2.17398961472558,5.80816702699961,5.45335340031914,6.4412717113229e-07,7.45076767980879e-06,5.5620082827205,"EGFL6","EGF like domain multiple 6","Upregulated",2.17398961472558
"215455_at",1.34791538898311,4.21281647850643,5.45256571463918,6.46156240914004e-07,7.46897114086338e-06,5.55895536254787,"TIMELESS","timeless circadian clock","Upregulated",1.34791538898311
"220144_s_at",1.27306607213567,5.40756308413234,5.45199222338651,6.47637500653244e-07,7.48433501518182e-06,5.55673273393882,"ANKEF1","ankyrin repeat and EF-hand domain containing 1","Upregulated",1.27306607213567
"214715_x_at",1.06037882355366,8.98883439321443,5.45180793536572,6.48114203188994e-07,7.48632760477014e-06,5.55601852589678,"ZNF160","zinc finger protein 160","Upregulated",1.06037882355366
"209579_s_at",1.0484959562671,9.21246492635891,5.45088516803599,6.50506342864173e-07,7.51219563795291e-06,5.55244249210196,"MBD4","methyl-CpG binding domain 4, DNA glycosylase","Upregulated",1.0484959562671
"242578_x_at",1.21874323683443,6.85989128894363,5.44932529162958,6.54569851688801e-07,7.54849277995098e-06,5.54639801550248,"SLC22A3","solute carrier family 22 member 3","Upregulated",1.21874323683443
"232134_at",1.896218069625,5.4233515898753,5.44737413829738,6.59687793309491e-07,7.59683062143228e-06,5.53883835953598,"","","Upregulated",1.896218069625
"1552822_at",1.30465764592129,4.09217656134074,5.4459516548874,6.63443794306428e-07,7.63650965764594e-06,5.53332771781612,"TMX3","thioredoxin related transmembrane protein 3","Upregulated",1.30465764592129
"222691_at",1.02246120570299,8.3363389962301,5.44518990595589,6.65463793396669e-07,7.65796933621841e-06,5.5303769791237,"SLC35B3","solute carrier family 35 member B3","Upregulated",1.02246120570299
"226754_at",1.22531101572956,5.46788762452612,5.44133842095605,6.75770073198768e-07,7.7566172129442e-06,5.5154603446532,"ZNF251","zinc finger protein 251","Upregulated",1.22531101572956
"211200_s_at",1.45192636186512,5.54231863889014,5.43983524013914,6.79834907430848e-07,7.79600006757161e-06,5.5096397783491,"EFCAB2","EF-hand calcium binding domain 2","Upregulated",1.45192636186512
"210679_x_at",1.10028606507056,7.39272674829564,5.4368163820446,6.88071119260371e-07,7.87943112996162e-06,5.49795227467936,"","","Upregulated",1.10028606507056
"1565898_at",1.46480341232965,3.37877534149009,5.43466650110223,6.93996268173396e-07,7.93794587528293e-06,5.48963065831727,"METTL15","methyltransferase like 15","Upregulated",1.46480341232965
"209780_at",1.30521560389747,8.51186222217882,5.43461138694443,6.94148822349309e-07,7.93794587528293e-06,5.48941734408823,"PHTF2","putative homeodomain transcription factor 2","Upregulated",1.30521560389747
"231515_at",1.47047365901751,3.70183064500511,5.43388451765242,6.96163859830961e-07,7.95359532173255e-06,5.48660414819419,"","","Upregulated",1.47047365901751
"238735_at",1.86138994397533,5.41399050224753,5.43288319853128,6.98949151381485e-07,7.97985867564472e-06,5.4827290079095,"","","Upregulated",1.86138994397533
"242156_at",1.41881650565578,5.45698213896833,5.43145584645906,7.02938453400668e-07,8.0198220441657e-06,5.47720561897151,"","","Upregulated",1.41881650565578
"232385_x_at",1.52988732724872,2.9674370341412,5.42632646563413,7.1746016180914e-07,8.1646767303752e-06,5.45736157268213,"","","Upregulated",1.52988732724872
"225193_at",1.33083692305451,5.99521009679453,5.42528241854501,7.20451867059256e-07,8.19493181284901e-06,5.45332342328742,"CCAR2","cell cycle and apoptosis regulator 2","Upregulated",1.33083692305451
"216305_s_at",1.03630307500347,6.77944765468406,5.42466808440697,7.22217961940339e-07,8.21122441155228e-06,5.45094746263872,"GCFC2","GC-rich sequence DNA-binding factor 2","Upregulated",1.03630307500347
"243736_at",1.54437430605919,6.333837697735,5.41924245645185,7.38001522888336e-07,8.37133262719372e-06,5.4299685204419,"","","Upregulated",1.54437430605919
"240286_at",1.80138211362676,3.85360495037954,5.41896758455503,7.3881010691601e-07,8.37549422553135e-06,5.42890592375315,"","","Upregulated",1.80138211362676
"1560512_at",1.64257232191918,5.98740703804805,5.41894416833706,7.38879030077664e-07,8.37549422553135e-06,5.42881540264312,"","","Upregulated",1.64257232191918
"213742_at",1.26690154487397,7.83919714713232,5.41743387003439,7.43337808554572e-07,8.41993583213064e-06,5.42297732138062,"SRSF11","serine and arginine rich splicing factor 11","Upregulated",1.26690154487397
"AFFX-HUMISGF3A/M97935_3_at",1.22412348164485,9.46956139793057,5.41432247555076,7.52606950978784e-07,8.51345522685357e-06,5.4109523260534,"STAT1","signal transducer and activator of transcription 1","Upregulated",1.22412348164485
"222405_at",1.23249798453545,10.0696269902449,5.41134004122663,7.61598509122145e-07,8.60725260412801e-06,5.39942845699055,"HACD3","3-hydroxyacyl-CoA dehydratase 3","Upregulated",1.23249798453545
"229280_s_at",1.96055396819879,5.80668757646609,5.4091430740557,7.68289463770913e-07,8.67291113644765e-06,5.39094126912495,"CASC15","cancer susceptibility candidate 15 (non-protein coding)","Upregulated",1.96055396819879
"214086_s_at",1.10353949789701,7.50391057090017,5.40855023395565,7.70104859609957e-07,8.69141051074018e-06,5.38865129374702,"PARP2","poly(ADP-ribose) polymerase 2","Upregulated",1.10353949789701
"241937_s_at",1.33376911870632,6.60636952516843,5.40814780009707,7.71339594818249e-07,8.70334956253648e-06,5.38709686444672,"WDR4","WD repeat domain 4","Upregulated",1.33376911870632
"226063_at",1.1494465005017,6.94653346423804,5.40676478036904,7.75597784936542e-07,8.74538043157022e-06,5.38175522313818,"VAV2","vav guanine nucleotide exchange factor 2","Upregulated",1.1494465005017
"240084_at",1.32285620551716,4.86510843476549,5.40597497275154,7.78039885129664e-07,8.77090690207912e-06,5.37870500430131,"CBX2","chromobox 2","Upregulated",1.32285620551716
"1553015_a_at",1.58812166174455,5.59018119267443,5.40574302013486,7.78758521546793e-07,8.7769973819865e-06,5.37780924421447,"RECQL4","RecQ like helicase 4","Upregulated",1.58812166174455
"203915_at",2.92248941820843,7.11381830230645,5.40354679699943,7.8559527924042e-07,8.84797136772336e-06,5.36932861888419,"CXCL9","C-X-C motif chemokine ligand 9","Upregulated",2.92248941820843
"236104_at",1.02862905396504,6.30769133031097,5.40335611021754,7.86191655380047e-07,8.85266196482517e-06,5.36859235810838,"HNRNPLL","heterogeneous nuclear ribonucleoprotein L like","Upregulated",1.02862905396504
"225606_at",1.21975866547568,8.14579785337661,5.40273846853825,7.88126396411414e-07,8.86633186744775e-06,5.36620765673813,"BCL2L11","BCL2 like 11","Upregulated",1.21975866547568
"237112_at",1.73533837176444,5.05212331406295,5.39720390313989,8.05673364672052e-07,9.0471860464212e-06,5.34484394149665,"","","Upregulated",1.73533837176444
"205961_s_at",1.61235049677141,8.60633658505457,5.3957377983676,8.10385512360198e-07,9.08745189124344e-06,5.33918624587503,"PSIP1","PC4 and SFRS1 interacting protein 1","Upregulated",1.61235049677141
"204866_at",1.52235604615074,6.88298475200202,5.39536554928796,8.11586247784406e-07,9.09633572709392e-06,5.33774984058317,"JADE3","jade family PHD finger 3","Upregulated",1.52235604615074
"231932_at",1.05761878845753,4.90481055887469,5.39415440583193,8.15505051312026e-07,9.12842517286416e-06,5.33307666545781,"C1orf74","chromosome 1 open reading frame 74","Upregulated",1.05761878845753
"238623_at",1.63696278868368,6.02395629554886,5.39184629147229,8.23024791289661e-07,9.20422293295235e-06,5.32417207450835,"","","Upregulated",1.63696278868368
"213424_at",1.69745663708753,5.91982019385709,5.39048800503353,8.27481835066102e-07,9.24053719252051e-06,5.31893262523539,"KIAA0895","KIAA0895","Upregulated",1.69745663708753
"237483_at",1.69193198203903,5.64035008375556,5.39048027895271,8.27507254931186e-07,9.24053719252051e-06,5.31890282427457,"","","Upregulated",1.69193198203903
"223642_at",3.58640841800581,4.75165037377003,5.39045620405811,8.27586469555915e-07,9.24053719252051e-06,5.31880996295031,"ZIC2","Zic family member 2","Upregulated",3.58640841800581
"207719_x_at",1.0688651167143,8.80764335264521,5.3893691247696,8.31171106684027e-07,9.27635215391266e-06,5.31461707965193,"CEP170P1///CEP170","centrosomal protein 170 pseudogene 1///centrosomal protein 170","Upregulated",1.0688651167143
"1568763_s_at",1.18835508928236,8.49952540238967,5.38819731490007,8.35052230090497e-07,9.31555288534789e-06,5.31009778960319,"LOC102724884///LOC728613///PDCD6","uncharacterized LOC102724884///programmed cell death 6 pseudogene///programmed cell death 6","Upregulated",1.18835508928236
"204739_at",1.10765277172885,6.56048305171479,5.38554766408225,8.43893851570385e-07,9.39703207834893e-06,5.2998804804106,"CENPC","centromere protein C","Upregulated",1.10765277172885
"1557139_at",1.36475468174115,2.41672416355048,5.38542175399106,8.44316282684797e-07,9.39960889639611e-06,5.29939501190651,"DDX11-AS1","DDX11 antisense RNA 1","Upregulated",1.36475468174115
"238670_at",1.06876438029509,4.81818274076946,5.38335276435477,8.51287621009633e-07,9.46223401107319e-06,5.29141834708476,"RAD18","RAD18, E3 ubiquitin protein ligase","Upregulated",1.06876438029509
"232440_at",1.25808786726666,6.07349298203012,5.38211532227263,8.55484105409062e-07,9.50243936227172e-06,5.28664820414262,"ZDHHC13","zinc finger DHHC-type containing 13","Upregulated",1.25808786726666
"222728_s_at",1.12134590877641,8.35714940649089,5.38091559107445,8.59572106281907e-07,9.54353895167279e-06,5.2820238746319,"MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D","microRNA 1304///small nucleolar RNA, C/D box 5///small nucleolar RNA, H/ACA box 32///small nucleolar RNA, H/ACA box 40///small nucleolar RNA, H/ACA box 18///small nucleolar RNA, H/ACA box 1///small nucleolar RNA, H/ACA box 8///TATA-box binding protein associated factor, RNA polymerase I subunit D","Upregulated",1.12134590877641
"223627_at",1.97710822535014,4.34166775711609,5.37914434120267,8.65642627004504e-07,9.60010744805288e-06,5.27519744230833,"MEX3B","mex-3 RNA binding family member B","Upregulated",1.97710822535014
"222808_at",1.30928611978273,7.69346111775322,5.37786396491958,8.70057010023983e-07,9.64254398474102e-06,5.27026344062035,"ALG13","ALG13, UDP-N-acetylglucosaminyltransferase subunit","Upregulated",1.30928611978273
"232633_at",1.3135838761234,4.93662830193436,5.37682525566097,8.73654435303249e-07,9.68011198856506e-06,5.26626108280659,"XRCC5","X-ray repair cross complementing 5","Upregulated",1.3135838761234
"239309_at",2.09026128114521,3.44243556123898,5.37645911965526,8.74925976835724e-07,9.68559787225095e-06,5.26485036467128,"DLX6","distal-less homeobox 6","Upregulated",2.09026128114521
"231838_at",1.21672240197086,5.53868850863291,5.37624911172678,8.75656126738893e-07,9.68855186394841e-06,5.2640412247764,"PABPC1L","poly(A) binding protein cytoplasmic 1 like","Upregulated",1.21672240197086
"230185_at",1.04315307925979,6.00104403968757,5.37522891498588,8.79211646063495e-07,9.71555523643531e-06,5.26011069817708,"THAP9","THAP domain containing 9","Upregulated",1.04315307925979
"218073_s_at",1.35242169280268,6.53504634725347,5.37500834941431,8.79982208730009e-07,9.72188696564381e-06,5.25926096372156,"NDC1","NDC1 transmembrane nucleoporin","Upregulated",1.35242169280268
"225717_at",1.06552259514608,6.7319322797634,5.37442726734665,8.82015441323501e-07,9.74216247389573e-06,5.25702240129486,"LNPK","lunapark, ER junction formation factor","Upregulated",1.06552259514608
"229123_at",1.03067505848522,6.17559522698894,5.37305346096507,8.86840825651706e-07,9.78747216639925e-06,5.25173035447039,"ZNF224","zinc finger protein 224","Upregulated",1.03067505848522
"240781_x_at",1.0373113591661,4.37582727899362,5.37303290842861,8.86913211331198e-07,9.78747216639925e-06,5.25165118830488,"DCUN1D1","defective in cullin neddylation 1 domain containing 1","Upregulated",1.0373113591661
"225031_at",1.05642942031912,7.29167845847528,5.37279651143086,8.87746214954571e-07,9.79446816127121e-06,5.25074062169368,"CHD6","chromodomain helicase DNA binding protein 6","Upregulated",1.05642942031912
"1557433_at",1.02153947375873,6.11495512395272,5.37210593496407,8.90184037821695e-07,9.81696233731335e-06,5.24808071991911,"","","Upregulated",1.02153947375873
"231558_at",2.08944529702661,4.18708405073468,5.37013457621226,8.97179428338737e-07,9.88303293715339e-06,5.24048841412896,"INSM1","INSM transcriptional repressor 1","Upregulated",2.08944529702661
"224063_at",1.47730202664195,3.10924609221452,5.36829211218796,9.0376624488332e-07,9.94390724008496e-06,5.23339359428853,"NLN","neurolysin","Upregulated",1.47730202664195
"203917_at",2.35801618780519,9.25037279244029,5.36486328556731,9.16151027876065e-07,1.00762279009159e-05,5.22019289329525,"CXADR","coxsackie virus and adenovirus receptor","Upregulated",2.35801618780519
"237048_at",1.55490848318962,4.74379156126759,5.36438941851931,9.17875676873443e-07,1.00906855299177e-05,5.21836882701103,"LOC105373383","uncharacterized LOC105373383","Upregulated",1.55490848318962
"238535_at",1.48993753983558,3.53717802315937,5.36230639433622,9.25494787662368e-07,1.01653620572549e-05,5.2103514143334,"CEP152","centrosomal protein 152","Upregulated",1.48993753983558
"230060_at",1.54910474412084,4.77373100673102,5.36200200410081,9.26613350860925e-07,1.01753767364011e-05,5.20917994919495,"CDCA7","cell division cycle associated 7","Upregulated",1.54910474412084
"208080_at",1.60729222805652,3.73822639360996,5.36140946133248,9.28794617698789e-07,1.01947795567933e-05,5.20689959221046,"AURKA","aurora kinase A","Upregulated",1.60729222805652
"226894_at",1.26495828730954,8.15142442303274,5.35911519532213,9.37287939104828e-07,1.02765435872396e-05,5.19807129498389,"SLC35A3","solute carrier family 35 member A3","Upregulated",1.26495828730954
"1556683_x_at",1.86297025345797,3.22818512515996,5.35760182938239,9.42932098288152e-07,1.033152076608e-05,5.19224877246193,"","","Upregulated",1.86297025345797
"241727_x_at",1.05542483281196,6.81052707654551,5.35701081953383,9.45145346719628e-07,1.03465555230329e-05,5.18997511278501,"DHFR2","dihydrofolate reductase 2","Upregulated",1.05542483281196
"204779_s_at",2.24214315121569,6.02150741615632,5.35547098695239,9.50935797935012e-07,1.0407628516234e-05,5.18405176430737,"HOXB7","homeobox B7","Upregulated",2.24214315121569
"213009_s_at",1.14297966572098,9.02718509552254,5.35489382119771,9.53115162837332e-07,1.04291611780602e-05,5.1818317407016,"TRIM37","tripartite motif containing 37","Upregulated",1.14297966572098
"1567862_at",1.54819064858257,2.26871826180904,5.35288543746843,9.60737081841257e-07,1.05055532413695e-05,5.17410744616635,"DNAH14","dynein axonemal heavy chain 14","Upregulated",1.54819064858257
"223915_at",1.29946778929163,6.63201569180986,5.35203946648905,9.63965476192519e-07,1.05361726314983e-05,5.17085419203876,"BCOR","BCL6 corepressor","Upregulated",1.29946778929163
"243740_at",1.11437482067829,4.79863198373959,5.34913353481738,9.75136467878475e-07,1.06440861080071e-05,5.15968086140705,"","","Upregulated",1.11437482067829
"220682_s_at",1.15737254960288,4.87037414500683,5.34819207008402,9.78782846440815e-07,1.06791502272313e-05,5.15606148029824,"KLHL5","kelch like family member 5","Upregulated",1.15737254960288
"244505_at",1.43502812036787,3.29316821957883,5.34547822314793,9.8936892919266e-07,1.07826969875489e-05,5.14562985723874,"LOC102724537","uncharacterized LOC102724537","Upregulated",1.43502812036787
"222713_s_at",1.19319588383069,6.54808845230003,5.34503647510787,9.9110269433246e-07,1.07968098915248e-05,5.14393205886196,"FANCF","Fanconi anemia complementation group F","Upregulated",1.19319588383069
"221196_x_at",1.13037794269706,7.51978625867654,5.34122667289393,1.0061797129092e-06,1.0939258756766e-05,5.12929210704845,"BRCC3","BRCA1/BRCA2-containing complex subunit 3","Upregulated",1.13037794269706
"1556021_at",1.12885862285412,5.15207478078479,5.33800047297874,1.01912312919093e-06,1.10726411609843e-05,5.11689828035933,"GPR180","G protein-coupled receptor 180","Upregulated",1.12885862285412
"205598_at",1.62713066849578,2.82319356089948,5.33705001138675,1.02296743832758e-06,1.11108816854326e-05,5.11324758536863,"TRAIP","TRAF interacting protein","Upregulated",1.62713066849578
"244551_at",1.20769185197401,4.16599954658745,5.33582938440367,1.02792537360559e-06,1.11608834640358e-05,5.10855960401812,"ZNF736","zinc finger protein 736","Upregulated",1.20769185197401
"239768_x_at",1.49261860734292,4.35559826855665,5.33571010909181,1.02841110909415e-06,1.11636941198314e-05,5.10810153600579,"GPATCH2","G-patch domain containing 2","Upregulated",1.49261860734292
"220346_at",1.26695461644297,5.66246420881472,5.33488475824857,1.03177844093834e-06,1.1195307991897e-05,5.10493195812839,"MTHFD2L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like","Upregulated",1.26695461644297
"235141_at",1.83277527721991,7.43698248872237,5.33223294392045,1.04267097193023e-06,1.12985488913832e-05,5.09474968173809,"MARVELD2","MARVEL domain containing 2","Upregulated",1.83277527721991
"231145_at",2.93618424586845,4.26483137921825,5.33192659962412,1.04393655786963e-06,1.13097723916977e-05,5.09357354020893,"PAX9","paired box 9","Upregulated",2.93618424586845
"229588_at",1.1806342420227,6.21314266476174,5.33104737792511,1.04757722929406e-06,1.13417233711492e-05,5.09019812396143,"DNAJC10","DnaJ heat shock protein family (Hsp40) member C10","Upregulated",1.1806342420227
"1562012_at",1.33693581178179,4.63266096250193,5.33015705370651,1.05127657867778e-06,1.13767685522317e-05,5.08678032906021,"LOC100506730","uncharacterized LOC100506730","Upregulated",1.33693581178179
"1553183_at",2.1204367744139,2.65469819777958,5.32972842260026,1.05306213782095e-06,1.13935858873693e-05,5.08513497910328,"UMODL1","uromodulin like 1","Upregulated",2.1204367744139
"1559214_at",1.32788672970096,5.26468868308379,5.32345420150431,1.07954219645315e-06,1.16621367422328e-05,5.06105720687071,"FBXO22","F-box protein 22","Upregulated",1.32788672970096
"229812_at",1.01637113987819,6.25750576015683,5.32207327039856,1.08545755602954e-06,1.17161491981041e-05,5.05575943331988,"USP48","ubiquitin specific peptidase 48","Upregulated",1.01637113987819
"222071_s_at",2.19663627579992,5.18000714996665,5.32206468648043,1.0854944254711e-06,1.17161491981041e-05,5.05572650402824,"SLCO4C1","solute carrier organic anion transporter family member 4C1","Upregulated",2.19663627579992
"228630_at",1.24073540127342,7.5671450518416,5.32186693094523,1.08634416092585e-06,1.17227493698856e-05,5.05496788833551,"ZNF84","zinc finger protein 84","Upregulated",1.24073540127342
"239422_at",1.20185419397741,4.54714735291397,5.32065515712885,1.09156531141199e-06,1.17644279633941e-05,5.05031963473447,"GPC2","glypican 2","Upregulated",1.20185419397741
"239552_at",2.1427996491164,3.55114194696169,5.32063763534159,1.09164098768178e-06,1.17644279633941e-05,5.05025242612492,"VWDE","von Willebrand factor D and EGF domains","Upregulated",2.1427996491164
"202970_at",1.24126113027658,6.36784783607164,5.31755638035143,1.1050292881238e-06,1.18878828554236e-05,5.03843509791213,"DYRK2","dual specificity tyrosine phosphorylation regulated kinase 2","Upregulated",1.24126113027658
"1556964_s_at",1.40446680244331,3.52011160679114,5.31709711159071,1.10703860493004e-06,1.18996161487824e-05,5.03667394992012,"","","Upregulated",1.40446680244331
"220085_at",2.06946110006002,5.05105694004207,5.31703078412067,1.10732908621282e-06,1.18996161487824e-05,5.0364196108597,"HELLS","helicase, lymphoid-specific","Upregulated",2.06946110006002
"232266_x_at",1.08437452809292,9.7385260862086,5.31646174924476,1.10982425263325e-06,1.19216822044413e-05,5.03423764851145,"CDK13","cyclin dependent kinase 13","Upregulated",1.08437452809292
"214705_at",2.03391392104003,5.69725093890394,5.31468158620727,1.11766580805848e-06,1.19975962951862e-05,5.02741227404135,"PATJ","PATJ, crumbs cell polarity complex component","Upregulated",2.03391392104003
"201896_s_at",1.58230863494944,6.54524072313961,5.31428877147321,1.11940345552187e-06,1.20110086864074e-05,5.02590630544295,"PSRC1","proline and serine rich coiled-coil 1","Upregulated",1.58230863494944
"240355_at",1.3424168602877,4.54740930682807,5.30942216866875,1.14115249961528e-06,1.22150731017118e-05,5.0072527934627,"","","Upregulated",1.3424168602877
"205967_at",1.46494087513728,8.50669416575774,5.30686599986625,1.15274175510626e-06,1.23257200224932e-05,4.99745807013271,"HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I","histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i","Upregulated",1.46494087513728
"206572_x_at",1.14967112192928,6.88775058363804,5.30473248037003,1.16250319353869e-06,1.24192997491225e-05,4.98928442690889,"ZNF85","zinc finger protein 85","Upregulated",1.14967112192928
"206862_at",1.3978733741471,4.82808070051237,5.30424407231907,1.16474918383625e-06,1.24378934655014e-05,4.98741350740632,"ZNF254","zinc finger protein 254","Upregulated",1.3978733741471
"1553696_s_at",1.35244229266412,5.22020561088794,5.30397827974937,1.16597324531735e-06,1.24482632853832e-05,4.98639538109152,"ZNF569","zinc finger protein 569","Upregulated",1.35244229266412
"221598_s_at",1.36718794358831,5.79471896289599,5.30302743901839,1.17036252555766e-06,1.24924140553396e-05,4.98275333965798,"MED27","mediator complex subunit 27","Upregulated",1.36718794358831
"1558944_at",2.55389634410657,3.11553674820558,5.30226889391272,1.17387575720639e-06,1.25271967869995e-05,4.97984805971877,"LOC100507353///CACNA1A","uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A","Upregulated",2.55389634410657
