"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","57/1870","150/6792",0.38,1.38019251336898,2.90212836760019,0.00311529725260516,0.0168907522914686,0.011733603138924,"PIK3R1/TGFBR2/UQCRC1/PRKCD/PDK4/PDK2/PRKCB/PPARA/PTPA/PRKCA/VDAC1/SMAD3/CAMK2D/SP1/NDUFS1/CAMK2G/UQCRC2/TGFB3/NFKB1/TGFB1/GYS1/NDUFB8/NDUFV1/NDUFA13/PDHA1/GFPT2/GAPDH/NDUFV3/AKT3/CMA1/ATP2A3/CD36/NDUFS7/TBC1D4/SDHC/GSR/ATP2A2/INSR/COX7A1/SLC2A4/COX6A2/SLC25A6/AGTR1/ACE/NOS3/MMP2/PIK3CD/PPIF/CYBB/NCF4/CAMK2A/RAC2/MAPK14/IRS1/PLN/ATP2A1/AGT",57
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","44/1870","111/6792",0.396396396396396,1.43974562798092,2.8791158982032,0.00357419917269022,0.0190807248142078,0.0132549248671427,"PIK3R1/PPP2R5D/EEF2/RAB14/AKT1S1/CAB39L/TSC2/FOXO1/ACACB/IGF1/PPP2R1A/CREB3/PRKAG1/TBC1D1/GYS1/CAMKK2/CAB39/SCD/RAB11B/LIPE/ADRA1A/G6PC3/PPP2R5B/PPARGC1A/CREB3L2/AKT3/CD36/PRKAB1/PFKM/ADIPOQ/INSR/CREB1/SLC2A4/CREB3L1/IGF1R/CCND1/PPP2R1B/PIK3CD/PPP2CB/PPP2R2D/CIDEA/PPARG/IRS1/FBP2",44
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","28/1870","64/6792",0.4375,1.58903743315508,2.91814423783124,0.00373609743172562,0.0196428152849817,0.0136453957235274,"FOS/PRKCB/PRKCA/CAMK2D/FOSB/PRKACB/CAMK2G/GNAS/CALM1/CREB3/MAOA/PPP3CB/MAOB/GRIN1/PPP3CC/CREB3L2/JUN/CALML6/CREB1/ATF6B/CREB3L1/GRIA3/GRIN2A/CACNA1C/CAMK2A/ADCY5/ARC/PPP1R1B",28
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","52/1870","136/6792",0.382352941176471,1.38873859704309,2.82252192610517,0.00399059413680584,0.0206677039622631,0.0143573614662771,"LAMP1/ATP6V0D1/VAMP3/ACTB/ITGA5/C3/RAB5B/M6PR/ATP6V0A1/RAB5A/MRC2/ITGB3/TLR4/DYNC1H1/THBS1/ATP6AP1/RILP/COLEC12/DYNC1LI2/HLA-E/RAB7B/CANX/CD36/CD209/THBS4/DYNC2H1/ITGB2/C1R/ITGAM/HLA-G/HLA-DRB4/FCGR2C/SEC61A1/CYBB/NCF4/EEA1/ITGA2/PLA2R1/TUBB1/ATP6V1C1/TUBB6/HLA-DRB1/HLA-B/ITGB1/TUBB4A/CD14/HLA-DMA/ATP6V1A/CORO1A/CLEC4M/MPO/HLA-DRA",52
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","34/1870","82/6792",0.414634146341463,1.5059866962306,2.84119883635482,0.00429703056088163,0.0216097044148685,0.0150117467344301,"PIK3R1/CAT/EIF4E2/AKT1S1/ADCY9/TSC2/FOXO1/IGF1/PRKACB/NFKB1/CREB3/ADCY6/PRKAG1/ATG13/ADCY4/CAMKK2/SESN2/SESN3/APPL1/PPARGC1A/CREB3L2/AKT3/PRKAB1/ADIPOQ/INSR/CREB1/ATF6B/CREB3L1/IGF1R/PIK3CD/PPARG/IRS1/TP53/ADCY5",34
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","34/1870","82/6792",0.414634146341463,1.5059866962306,2.84119883635482,0.00429703056088163,0.0216097044148685,0.0150117467344301,"RHOA/PIK3R1/TGFBR2/TCF7L2/GADD45B/FOS/RALB/ARAF/CTNNB1/SMAD3/CYCS/SOS2/TGFB3/TGFB1/MAP2K2/APC/MAPK1/TCF7L1/BCL2/APPL1/JUN/AKT3/RALGDS/SOS1/APC2/CCND1/EREG/EGFR/PIK3CD/RAC2/TP53/LEF1/MYC/TCF7",34
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","36/1870","88/6792",0.409090909090909,1.48585318424891,2.82745857294086,0.00437827369314311,0.021625289282864,0.0150225731708656,"GPD1L/GPD1/PLPP3/DGKA/ADPRM/GPAT3/PNPLA6/PLPP1/PCYT2/AGPAT1/PLD1/PLD3/PLD4/PLA2G2A/ACHE/PCYT1A/LPCAT2/MBOAT7/GPAM/DGKZ/DGKQ/GPAT2/LPCAT4/CHKA/AGPAT3/PLA2G5/CHPT1/LPIN1/AGPAT2/SGMS2/PLA2G4C/ETNK2/PLA2G4A/LPCAT3/ETNPPL/PLA1A",36
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","39/1870","97/6792",0.402061855670103,1.4603230608082,2.81442819282435,0.00442477100600387,0.021625289282864,0.0150225731708656,"PIK3R1/TGFBR2/STAT3/PRKCD/PLCD3/PRKCB/STAT5B/PRKCA/EGR1/SMAD3/PLCD1/FOXO1/PRKCE/TGFB3/NFKB1/TGFB1/MAPK1/ICAM1/BCL2/JUN/AKT3/FN1/THBD/AGTR1/CCND1/NOS3/COL4A3/MMP2/PIK3CD/JAK2/COL4A2/SELE/CYBB/MAPK14/EDN1/PLCD4/PLCE1/AGT/COL4A4",39
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","49/1870","128/6792",0.3828125,1.3904077540107,2.74835474778701,0.00496429642515501,0.0239251508267887,0.016620232183633,"PIK3R1/RAPGEF1/INPP5A/PRKAR2A/EIF4E2/PYGM/ARAF/TSC2/SORBS1/FLOT2/RHOQ/MKNK2/FOXO1/ACACB/PRKACB/IKBKB/SOS2/CALM1/PRKAG1/SOCS2/MAP2K2/PYGB/GYS1/SHC1/MAPK1/FLOT1/HK1/PPP1R3C/LIPE/G6PC3/PPARGC1A/SHC3/AKT3/HKDC1/PRKAB1/SOS1/CALML6/TRIP10/INSR/SLC2A4/SOCS3/PYGL/CRK/PPP1R3B/PIK3CD/CBL/IRS1/PRKAR2B/FBP2",49
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","30/1870","72/6792",0.416666666666667,1.51336898395722,2.69915672288252,0.00650567748519738,0.0306813997395568,0.0213136373133885,"UQCRC1/ATP1A2/SLC9A1/UQCRC2/ACTC1/ATP1B2/CACNB2/CASQ2/CACNB1/SLC8A1/ATP2A3/TPM3/TPM2/ATP2A2/COX7A1/COX6A2/ASPH/HRC/TPM1/CACNA1C/TPM4/MYL3/TNNC1/MYL4/MYL2/CACNG3/TNNT2/ATP2A1/MYH7/TRDN",30
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","60/1870","164/6792",0.365853658536585,1.3288117907917,2.62721079780798,0.00654300743725419,0.0306813997395568,0.0213136373133885,"ZBTB16/TFE3/MAF/MEF2C/NCOR1/TGFBR2/RXRA/NR4A3/MAX/GADD45B/BCL6/FLI1/CCND2/PDGFA/CSF1R/FOXO1/KMT2A/SP1/IGF1/ZEB1/BCL2L1/NFKB1/MITF/CDK9/JMJD1C/PML/RXRB/NFKBIZ/TMPRSS2/ERG/FUS/ETV5/REL/RARA/PAX8/KDM6A/IGF1R/TSPAN7/GRIA3/HPGD/ZBTB17/ITGAM/CD40/LYL1/ELANE/PPARG/CEBPA/DUSP6/TP53/MYC/FLT1/MEIS1/IL1R2/SPI1/PBX1/PLAT/NGFR/CD14/NUPR1/MPO",60
"Organismal Systems","Nervous system","hsa04730","Long-term depression","23/1870","52/6792",0.442307692307692,1.60649938296997,2.70594491082275,0.00699738519970473,0.0323745688573005,0.0224898415541387,"ITPR1/GNAQ/PRKCB/GNAI2/ARAF/PRKCA/IGF1/PPP2R1A/GNAS/MAP2K2/MAPK1/GNA13/PRKG1/ITPR2/RYR1/LYN/IGF1R/GRIA3/PPP2R1B/PLA2G4C/PPP2CB/PLA2G4A/GRM1",23
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","26/1870","61/6792",0.426229508196721,1.54810204260542,2.65035107896688,0.0077133324744947,0.0352174522190745,0.0244647248844777,"ALDH2/MGLL/PLPP3/DGKA/GPAT3/PLPP1/PNPLA2/AGPAT1/ALDH1B1/GPAM/ALDH3A2/DGKZ/DGKQ/GPAT2/AGPAT3/DGAT1/LPIN1/TKFC/AGPAT2/GLYCTK/MOGAT2/DGAT2/LPL/MOGAT1/GK/PNLIP",26
NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","9/1870","15/6792",0.6,2.1792513368984,2.81805930086644,0.0083214740056675,0.0375006685709951,0.0260508208789864,"LAMP1/MYH11/DAG1/MYH9/NRP2/PCDH7/CD209/PCDH9/CLEC4M",9
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","24/1870","56/6792",0.428571428571429,1.55660809778457,2.57786018224874,0.00947522482561491,0.042097347241231,0.0292440240201484,"ILK/PIK3R1/TCF7L2/GADD45B/ARAF/CTNNB1/CTNNA1/SOS2/MAP2K2/APC/MAPK1/TCF7L1/CTNNA3/ERBB2/AKT3/SOS1/APC2/CCND1/EGFR/PIK3CD/TP53/LEF1/MYC/TCF7",24
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","18/1870","39/6792",0.461538461538462,1.67634718222954,2.61078120467329,0.00968996849639409,0.042097347241231,0.0292440240201484,"SAT2/PRNP/MAP1LC3B/ATG7/ACSL1/SLC11A2/PCBP2/ACSL4/SLC40A1/HMOX1/SLC39A8/SLC39A14/ACSL5/CYBB/TP53/TF/LPCAT3/ACSL6",18
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","39/1870","101/6792",0.386138613861386,1.40248848414253,2.5118025371057,0.00971614541348007,0.042097347241231,0.0292440240201484,"STAT6/IL6ST/TGFBR2/RXRA/STAT3/FOS/IL6R/JAK1/STAT5B/SMAD3/RORC/HSP90AB1/IKBKB/JAK3/NFKB1/TGFB1/PPP3CB/CD4/NFKBIA/MAPK1/RXRB/IFNGR1/PPP3CC/RORA/JUN/IL4R/PRKCQ/RARA/IL1R1/HLA-DRB4/JAK2/IL2RG/EBI3/MAPK14/HLA-DRB1/HLA-DMA/HLA-DRA/GATA3/CD3E",39
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","26/1870","62/6792",0.419354838709677,1.52313265482146,2.55045113251867,0.0098769564449043,0.042097347241231,0.0292440240201484,"ITPR1/GNAQ/ADCY9/PDE8B/SP1/NR4A1/PRKACB/GNAS/CREB3/ADCY6/ADCY4/PDE8A/CREB3L2/ITPR2/CREB1/ATF6B/CREB3L1/AGTR1/STAR/CACNA1C/LDLR/ADCY5/PBX1/CYP11A1/AGT/CYP17A1",26
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","47/1870","126/6792",0.373015873015873,1.35482556659027,2.47790348590736,0.0101259092220668,0.042097347241231,0.0292440240201484,"RHOA/PIK3R1/ARPC4/RHOG/ACTB/ITGA5/GNAQ/RPS6KA2/FOS/WASF2/MAP2K4/PXN/WASL/WIPF3/GIT2/ACTR2/ELMO2/PTK2B/IKBKB/NFKB1/TLR4/ARPC2/PIP5K1A/MAP2K2/DOCK1/PIP5K1C/CD4/ELMO1/NFKBIA/MAPK1/WIPF1/SRC/JUN/AKT3/LIMK1/VAV3/FN1/CRK/BCAR1/PIK3CD/NLRP3/ARHGEF7/RAC2/LCP2/MAPK14/BAIAP2/ITGB1",47
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","34/1870","86/6792",0.395348837209302,1.43594080338266,2.5076206358591,0.0101648412253483,0.042097347241231,0.0292440240201484,"ITPR1/PIK3R1/INPP5A/PLCD3/ITPKB/MTMR3/PRKCB/MTMR14/PRKCA/PIP4K2A/DGKA/PI4K2A/PLCD1/CALM1/PI4KB/PIP5K1A/INPP5D/OCRL/ITPK1/PIP5K1C/INPP4A/INPP1/DGKZ/DGKQ/PIP4K2B/ITPR2/CALML6/PIK3CD/PIK3C2A/SYNJ2/PLCD4/PLCE1/ITPKA/IP6K3",34
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","29/1870","71/6792",0.408450704225352,1.48352790540032,2.52435618555165,0.0101907123004709,0.042097347241231,0.0292440240201484,"PIK3R1/TGFBR2/GADD45B/STAT5B/ARAF/SMAD3/IKBKB/SOS2/BCL2L1/TGFB3/NFKB1/TGFB1/PTPN11/MAP2K2/SHC1/BCR/NFKBIA/MAPK1/CTBP1/SHC3/AKT3/SOS1/CCND1/CRK/PIK3CD/CBL/TP53/MYC/RB1",29
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","20/1870","45/6792",0.444444444444444,1.61426024955437,2.54812176530238,0.0108279753967992,0.0442036172081097,0.0307071995773006,"ADCY9/IGF1/PRKACB/GNAS/ADCY6/ADCY4/CYP1B1/INSR/IGF1R/PTGS2/PLA2G4C/STAR/AKR1C3/LDLR/PLA2G4A/ADCY5/CYP1A1/CYP19A1/CYP11A1/CYP17A1",20
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","41/1870","108/6792",0.37962962962963,1.37884729649436,2.44610284846476,0.011293975308439,0.0455698771166086,0.03165630778008,"ITPR1/GLUL/GNG7/GNAQ/PRKCB/GLS/GNAI2/ADCY9/GRK2/PRKCA/PRKACB/GNAS/PLD1/ADCY6/ADCY4/PPP3CB/MAPK1/GNG11/GRIN1/PPP3CC/GRIK1/ITPR2/GRIA3/PLA2G4C/SLC1A7/KCNJ3/GRIN2A/CACNA1C/GNG12/DLG4/GNG2/PLA2G4A/ADCY5/GNG13/GNG3/SLC1A3/SLC17A7/GRM5/SHANK3/SLC1A2/GRM1",41
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","36/1870","93/6792",0.387096774193548,1.40596860445058,2.42966164524655,0.0121195127500316,0.0483185850170405,0.033565769661466,"CSF1/ITGA5/IL6R/CSF1R/CD34/ITGB3/CD37/CD4/CD59/CD44/IL4R/CD22/CD36/CSF2RA/CD55/CD1E/CD7/ITGA6/ANPEP/IL1R1/ITGAM/HLA-DRB4/EPO/CR1/FCER2/CD1D/ITGA2/CD19/HLA-DRB1/IL1R2/CD14/HLA-DMA/HLA-DRA/CD1C/CD3E/MS4A1",36
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","35/1870","90/6792",0.388888888888889,1.41247771836007,2.42793133485312,0.0122537045576356,0.0483185850170405,0.033565769661466,"ITPR1/GNG7/GNAQ/FOS/PRKCB/GNAI2/ADCY9/PRKCA/CAMK2D/PRKACB/CAMK2G/GNAS/CALM1/ADCY6/ADCY4/KCNJ5/MAPK1/GNG11/GRIN1/ADCYAP1R1/PRKG1/CALML6/RYR1/CREB1/GRIA3/KCNJ3/GRIN2A/CACNA1C/GNG12/CAMK2A/GNG2/ADCY5/GNG13/GNG3/KCNJ9",35
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","17/1870","37/6792",0.459459459459459,1.66879606879607,2.51419385632561,0.0124363019527773,0.0484876042428509,0.0336831832901952,"RXRA/TCF7L2/GADD45B/CTNNB1/MAP2K2/MAPK1/TCF7L1/RXRB/TPM3/PAX8/CCND1/TPR/PPARG/TP53/LEF1/MYC/TCF7",17
"Human Diseases","Cancer: specific types","hsa05214","Glioma","29/1870","72/6792",0.402777777777778,1.46292335115865,2.43392708657149,0.0126759683386787,0.0488729001502392,0.0339508391761103,"PIK3R1/GADD45B/PRKCB/PDGFA/ARAF/PRKCA/CAMK1/CAMK2D/IGF1/CAMK2G/SOS2/CALM1/PDGFRB/MAP2K2/SHC1/MAPK1/SHC3/AKT3/SOS1/CALML6/IGF1R/CCND1/PDGFB/EGFR/PIK3CD/CAMK2A/TP53/PDGFRA/RB1",29
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","43/1870","115/6792",0.373913043478261,1.35808416647291,2.38704284361583,0.0129029378530807,0.0492013124727362,0.0341789793910407,"RHOA/PIK3R1/PPP2R5D/SMPD1/GNAQ/PRKCB/GNAI2/SPTLC2/S1PR1/PRKCA/SGPP1/PPP2R1A/TNFRSF1A/PRKCE/MAP3K5/NFKB1/PLD1/MAP2K2/FCER1A/MAPK1/BCL2/NSMAF/GNA13/PPP2R5B/AKT3/ABCC1/ASAH1/S1PR4/DEGS1/S1PR3/PPP2R1B/NOS3/PIK3CD/SGMS2/PPP2CB/PPP2R2D/RAC2/MAPK14/TP53/FYN/FCER1G/BDKRB2/ADORA3",43
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","63/1870","179/6792",0.35195530726257,1.27833178980073,2.32598511027825,0.0139082613397761,0.052458333531547,0.0364415543113128,"RHOA/PIK3R1/STAT3/PRKCD/GNG7/RASGRP2/GNAQ/PRKCB/GNAI2/STAT5B/PXN/ADCY9/GRK2/CXCL12/RAP1A/ARRB1/PTK2B/PRKACB/IKBKB/SOS2/JAK3/NFKB1/CX3CR1/ADCY6/ADCY4/STAT2/SHC1/ELMO1/NFKBIA/MAPK1/GNG11/SRC/SHC3/AKT3/VAV3/PREX1/CCL16/SOS1/GRK5/CXCL5/LYN/CCL21/ARRB2/CRK/BCAR1/CX3CL1/PIK3CD/CCL23/JAK2/GNG12/RAC2/CXCL14/GNG2/CCR2/ADCY5/TIAM1/GNG13/PIK3R5/GNG3/CXCR2/CXCR5/PIK3CG/DOCK2",63
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","25/1870","61/6792",0.409836065573771,1.48855965635136,2.36243347351051,0.0156067487047534,0.0577923912060178,0.0401469970762266,"ITPR1/GNAQ/RPS6KA2/PRKCB/ARAF/RAPGEF3/PRKCA/RAP1A/CAMK2D/PRKACB/CAMK2G/PPP1R1A/CALM1/MAP2K2/PPP3CB/MAPK1/GRIN1/PPP3CC/ITPR2/CALML6/GRIN2A/CACNA1C/CAMK2A/GRM5/GRM1",25
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","28/1870","70/6792",0.4,1.45283422459893,2.3472312177173,0.0156826488881525,0.0577923912060178,0.0401469970762266,"ITPR1/ACTB/GNAQ/PRKCB/ATP1A2/GNAI2/SLC9A1/ADCY9/PRKCA/CAMK2D/PRKACB/CAMK2G/GNAS/CA2/CALM1/ADCY6/ADCY4/EZR/ATP1B2/ITPR2/MYLK/CALML6/KCNJ16/CAMK2A/ADCY5/CHRM3/KCNJ1/KCNJ10",28
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","41/1870","110/6792",0.372727272727273,1.353777345649,2.30563199354859,0.0158221243935784,0.0577923912060178,0.0401469970762266,"PIK3R1/CFLAR/CSF1/RPS6KA4/FOS/JUNB/MAP2K4/MMP14/IKBKB/TNFRSF1A/FAS/MAP3K5/NFKB1/CREB3/FRMD8/ITCH/RIPK3/NFKBIA/MAPK1/ICAM1/TNFRSF1B/CREB3L2/JUN/CYLD/AKT3/ADAM17/BAG4/CXCL5/CREB1/ATF6B/CREB3L1/SOCS3/JAG1/DAB2IP/CX3CL1/PTGS2/TNFAIP3/PIK3CD/SELE/MAPK14/EDN1",41
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","62/1870","177/6792",0.350282485875706,1.27225595939454,2.26212170868074,0.016253315897608,0.0587489647548956,0.0408115059271078,"ITPR1/PIK3R1/IL6ST/TCF7L2/MAP1LC3B/STAT3/GNG7/ZFP36/FOS/JAK1/MAP2K4/CTNNB1/UBC/CYCS/C3/IKBKB/TNFRSF1A/BECN1/FAS/CALM1/NFKB1/MAP2K2/PPP3CB/STAT2/FGF2/NFKBIA/RCAN1/MAPK1/TCF7L1/ICAM1/IFNGR1/GNG11/SRC/HLA-E/PPP3CC/JUN/AKT3/PREX1/ITPR2/CALML6/CREB1/LYN/MAPKAPK2/CCND1/PDGFB/PTGS2/HLA-G/PIK3CD/JAK2/GNG12/GNG2/MAPK14/TP53/LEF1/MYC/GNG13/PIK3R5/GNG3/HLA-B/TCF7/RB1/PIK3CG",62
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","51/1870","142/6792",0.359154929577465,1.3044814340589,2.26001348119828,0.0168872361433106,0.0604110406363791,0.0419661104375271,"ITPR1/GORASP1/LAMP1/VPS39/RRAS/PIK3R1/CFLAR/MAP1LC3B/WDR45/GABARAP/VPS18/GABARAPL1/PRKCD/ATG9A/NBR1/MTMR3/ZFYVE1/MTMR14/AKT1S1/ATG7/SMCR8/MRAS/TSC2/SQSTM1/CTSB/UBC/PRKACB/BECN1/BCL2L1/WIPI1/MAP2K2/ATG13/CAMKK2/MAPK1/BCL2/OPTN/ATG16L2/DAPK1/RAB7B/WDFY3/AKT3/PRKCQ/IGF1R/PIK3CD/AMBRA1/DDIT4/DEPTOR/TP53INP2/PPP2CB/IRS1/PRAP1",51
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","28/1870","71/6792",0.394366197183099,1.43237177073134,2.25728513641824,0.0192587936429218,0.0680275619698422,0.0472571263191077,"INPP5A/ALDH6A1/PLCD3/ITPKB/INPP5K/MTMR3/MTMR14/PIP4K2A/PI4K2A/PLCD1/PI4KB/PIP5K1A/INPP5D/OCRL/ITPK1/PIP5K1C/INPP4A/ISYNA1/INPP1/PIP4K2B/PIK3CD/PIK3C2A/SYNJ2/PLCD4/PLCE1/ITPKA/PIK3CG/IP6K3",28
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","39/1870","105/6792",0.371428571428571,1.34906035141329,2.22175605955785,0.0194084398703584,0.0680275619698422,0.0472571263191077,"ITPR1/PIK3R1/GNG7/GNAQ/FOS/PRKCB/GNAI2/ADCY9/PRKCA/CAMK2D/PRKACB/CAMK2G/CREB3/ADCY6/ADCY4/MAPK1/ACHE/BCL2/GNG11/CREB3L2/AKT3/ITPR2/CREB1/CREB3L1/PIK3CD/JAK2/CHRM2/KCNJ3/CACNA1C/GNG12/CAMK2A/GNG2/ADCY5/FYN/GNG13/CHRM3/PIK3R5/GNG3/PIK3CG",39
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","44/1870","121/6792",0.363636363636364,1.32075838599903,2.19428027010863,0.0201919351168369,0.0700660148554241,0.048673190965849,"PIK3R1/TGFBR2/CAT/STAT3/GABARAP/GABARAPL1/GADD45B/BCL6/CCND2/ARAF/S1PR1/SMAD3/FOXO1/KLF2/IGF1/IKBKB/SOS2/TGFB3/TGFB1/PRKAG1/RBL2/MAP2K2/MAPK1/PLK3/STK4/G6PC3/SGK1/AKT3/PRKAB1/SOS1/INSR/S1PR4/SLC2A4/IGF1R/CCND1/EGFR/SGK2/PIK3CD/MAPK14/IRS1/AGAP2/FBXO32/TNFSF10/GRM1",44
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","36/1870","96/6792",0.375,1.3620320855615,2.20187073850681,0.0206339979245803,0.0708910621765283,0.0492463316803428,"ITPR1/RHOA/RRAS/PIK3R1/PRKCD/NFKB2/MRAS/IKBKB/CALM1/NFKB1/PTPN11/PPP3CB/STAT2/NFKBIA/MAPK1/SRC/PLK3/PPP3CC/EGR3/JUN/CYLD/AKT3/RELB/CD209/ITPR2/CALML6/MAPKAPK2/PTGS2/LSP1/PIK3CD/NLRP3/IL17D/MAPK14/CLEC4D/FCER1G/CLEC4M",36
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","42/1870","115/6792",0.365217391304348,1.32650081376424,2.17650347014054,0.0212038120369606,0.0721345370276993,0.050110144029556,"ITPR1/PIK3R1/STAT3/GNAQ/FOS/JUNB/PRKCB/MAP2K4/GNAI2/STAT5B/ADCY9/PRKCA/MAP3K1/IGF1/PRKACB/SOS2/GNAS/CREB3/ADCY6/SOCS2/MAP2K2/ADCY4/SHC1/MAPK1/GHR/SHC3/CREB3L2/AKT3/ITPR2/SOS1/CREB1/ATF6B/CREB3L1/SOCS3/CRK/BCAR1/PIK3CD/JAK2/CACNA1C/MAPK14/IRS1/ADCY5",42
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","37/1870","100/6792",0.37,1.34387165775401,2.13518387009924,0.0238169315774131,0.0802376238578869,0.0557391653676812,"PIK3R1/SERPINB6/LAMB2/GNAQ/PRKCB/PRKCA/LAMA2/RAB5B/LAMA4/PRKACB/GNAS/RAB5A/TGFB3/NFKB1/TLR4/TGFB1/GNAL/ACTN1/RAB7B/VCL/CD1E/FN1/ITGB2/IL1R1/COL4A3/ITGAM/PIK3CD/COL4A2/CD1D/SERPINB9/IL1R2/HSPB1/CD14/COL4A4/ARG1/MUC2/CD1C",37
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","24/1870","60/6792",0.4,1.45283422459893,2.17149922234419,0.0241691769281703,0.0806413884045682,0.0560196509772368,"ALDH2/ALDH3B1/ALDOA/PDHA1/PKM/PGM1/HK1/ALDH1B1/GAPDH/ALDH3A2/G6PC3/ADH1B/HKDC1/PFKM/GPI/ACSS1/GALM/ADH1C/ALDOB/ENO1/PGK1/PGAM2/ALDOC/FBP2",24
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","40/1870","110/6792",0.363636363636364,1.32075838599903,2.09044136390831,0.025904716780968,0.0856089211713895,0.0594704776224729,"GLUD1/TKT/ACO2/CAT/OGDH/IDH3G/ALDH6A1/DLST/GLUD2/MDH2/ALDOA/ACOX1/H6PD/IDH3A/ACOX3/GOT1/PDHA1/PKM/HK1/SUCLG2/GAPDH/PGD/PC/HKDC1/PFKM/GPI/SDHC/AMT/IDNK/RGN/TKFC/ACSS1/CPS1/ALDOB/ENO1/GLYCTK/PGK1/PGAM2/ALDOC/FBP2",40
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","32/1870","85/6792",0.376470588235294,1.36737338785782,2.10072820661337,0.0264240759616257,0.0865014562140011,0.06009050044898,"NOTCH2/STAT6/MAF/FOS/JAK1/STAT5B/NOTCH1/IKBKB/JAK3/NFKB1/MAML2/PPP3CB/RUNX3/CD4/NFKBIA/MAPK1/IFNGR1/PPP3CC/NOTCH3/JUN/IL4R/PRKCQ/JAG1/HLA-DRB4/JAK2/IL2RG/MAPK14/HLA-DRB1/HLA-DMA/HLA-DRA/GATA3/CD3E",32
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","34/1870","92/6792",0.369565217391304,1.34229249011858,2.03737394081773,0.0299203546529922,0.0962811957649969,0.066884252480462,"ITPR1/GNAQ/PYGM/PPARA/FOXO1/CAMK2D/ACACB/PRKACB/CAMK2G/GNAS/CALM1/CREB3/PRKAG1/PYGB/GYS1/PPP3CB/PDHA1/PKM/PPP3CC/G6PC3/PPARGC1A/CREB3L2/SIK1/AKT3/PRKAB1/PFKM/ITPR2/CALML6/CREB1/CREB3L1/PYGL/CAMK2A/PGAM2/FBP2",34
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","19/1870","46/6792",0.41304347826087,1.50020925366194,2.09809105869968,0.0299664816790192,0.0962811957649969,0.066884252480462,"LRP1/ACKR1/GYPC/TGFB3/TLR4/CD81/PECAM1/TGFB1/THBS1/ICAM1/CD36/THBS4/ITGB2/SDC2/CR1/SELE/CD40/ITGAL/HBB",19
