"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","32/2723","61/6792",0.524590163934426,1.30848931084929,1.9797578949462,0.0332868555875589,0.191030631473087,0.158447967591913,"AGPAT5/ALDH2/MGLL/PLPP3/DGKA/GPAT3/PLPP1/PNPLA2/AGPAT1/ALDH1B1/GPAM/ALDH3A2/MBOAT2/MBOAT1/DGKZ/DGKQ/GPAT2/AGPAT3/PLPP5/DGAT1/LPIN1/TKFC/AGPAT2/DGKH/GLYCTK/MOGAT2/CEL/DGAT2/LPL/MOGAT1/GK/PNLIP",32
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","46/2723","92/6792",0.5,1.24715387440323,1.9524088886493,0.0333893080798232,0.191030631473087,0.158447967591913,"ITPR1/ATP2B4/PDE2A/GNAQ/PRKCB/ATP1A2/DAGLB/ATF2/ADCY9/PRKCA/CAMK1/CAMK2D/CREB3L4/NR4A1/PRKACB/CAMK2G/GNAS/PRKCE/CALM1/CREB3/NPR1/ADCY6/ADCY4/KCNJ5/ATP1B2/PRKD3/LIPE/CYP11B2/CREB3L2/ITPR2/CALML6/CREB1/ATF6B/CREB3L1/AGTR1/KCNK9/STAR/ITPR3/CACNA1C/CAMK2A/LDLR/ATP2B2/ADCY5/PRKD1/CYP11A1/AGT",46
NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","10/2723","15/6792",0.666666666666667,1.66287183253764,2.10234164167815,0.0342411028820755,0.191292517335104,0.158665185544122,"LAMP1/MYH11/DAG1/TFRC/MYH9/NRP2/PCDH7/CD209/PCDH9/CLEC4M",10
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","41/2723","81/6792",0.506172839506173,1.26255083581562,1.94450532227131,0.0345313140175117,0.191292517335104,0.158665185544122,"ITPR1/CDK1/GNAQ/PRKCB/LPAR1/GNAI2/PDGFA/GNAI3/TUBB2B/ADCY9/PRKCA/NRAS/PRKACB/SOS2/GNAS/EGFR/ADCY6/PDGFRB/MAP2K2/ADCY4/PDGFC/MAPK1/SRC/GRM5/PRKG1/MAP2K5/ITPR2/SOS1/MAP3K2/TUBA1A/PDGFB/ITPR3/PDGFD/ADCY5/TUBB1/TUBB6/PDGFRA/HTR2A/TUBB4A/ADRB1/GRM1",41
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","48/2723","97/6792",0.494845360824742,1.23429661796609,1.9011808761559,0.0370724327942595,0.202160610081196,0.167679589118773,"PIK3R1/TGFBR2/STAT3/SMAD2/PRKCD/PLCD3/MAPK8/PRKCB/STAT5B/PRKCA/EGR1/SMAD3/CASP3/PLCD1/FOXO1/NRAS/PRKCE/TGFB3/NFKB1/TGFB1/STAT1/MAPK1/ICAM1/BCL2/JUN/AKT3/FN1/THBD/AGTR1/CCND1/NOS3/COL4A3/MMP2/PIK3CD/JAK2/COL4A2/SELE/CYBB/VEGFA/CXCL8/MAPK14/EDN1/PLCD4/MAPK13/PLCE1/AGT/COL4A4/NOX4",48
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","23/2723","42/6792",0.547619047619048,1.36593043387021,1.94588930162658,0.0380603219367023,0.203586852815176,0.168862568312995,"ARHGDIA/DYNC2LI1/VAMP2/STX4/ARHGDIB/ADCY9/DCTN1/CREB3L4/RAB5B/PRKACB/GNAS/RAB5A/CREB3/DYNC1H1/ADCY6/DYNC1LI2/RAB11B/NSF/CREB3L2/AQP3/CREB1/DYNC2H1/CREB3L1",23
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","62/2723","129/6792",0.48062015503876,1.19881457694574,1.86489769809235,0.0388170495263964,0.203586852815176,0.168862568312995,"ITPR1/RRAS/MEF2C/MAP1LC3B/SMAD2/GNG7/GNAQ/TFAM/GNAI2/SLC9A1/GNAI3/GNG4/ADCY9/MRAS/EGR1/SMAD3/PLIN1/KLF2/NRAS/PRKACB/MEF2D/BECN1/PRKCE/CALM1/GNGT1/ADCY6/PRKAG1/MAP2K2/ADCY4/APLNR/MAPK1/GNG11/LIPE/GNA13/SLC8A1/PPARGC1A/NOTCH3/AKT3/PRKAB1/ITPR2/MYLK/CALML6/RYR1/CDH1/PRKAA1/AGTR1/JAG1/CCND1/ACTA2/NOS3/ITPR3/GNG12/MYL3/GNG2/MYL4/ADCY5/GNG13/PIK3R5/GNG3/MYL2/PLAT/PIK3CG",62
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","28/2723","53/6792",0.528301886792453,1.31774748993549,1.89963068460889,0.0404015645904238,0.203586852815176,0.168862568312995,"PIK3R1/GNAI2/GNAI3/MGLL/ADCY9/PLIN1/PRKACB/GNAS/PNPLA2/ADRB2/NPR1/ADCY6/ADCY4/NPY1R/PTGER3/LIPE/AKT3/PTGS1/PRKG1/CIDEC/INSR/FABP4/PTGS2/PIK3CD/IRS1/ADCY5/ADRB1/NPY",28
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","61/2723","127/6792",0.480314960629921,1.19805332816688,1.84302306114765,0.0407295265884194,0.203586852815176,0.168862568312995,"ITPR1/PIK3R1/TGFBR2/SIRPA/CSF1/FOSL2/FOS/NFKB2/MAPK8/JUNB/JAK1/CSF1R/SQSTM1/MAP3K7/FOSB/IKBKB/TNFRSF1A/TMEM64/ITGB3/NFKB1/MITF/TGFB1/STAT1/PPP3CB/IFNAR1/STAT2/JUND/NFKBIA/MAPK1/IFNGR1/LILRA1/SYK/PPP3CC/LILRB3/JUN/CYLD/AKT3/RELB/ATP2A3/ITPR2/ATP2A2/CREB1/SOCS3/IL1R1/LILRA2/PIK3CD/FCGR2C/FYN/ITPR3/NCF4/LILRA5/LCP2/PPARG/MAPK14/MAPK13/LILRA6/SPI1/ATP2A1/LILRB1/BLNK/FHL2",61
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","42/2723","84/6792",0.5,1.24715387440323,1.86447850090497,0.0407984297240534,0.203586852815176,0.168862568312995,"MAD2L1/CCNA2/CCNB1/AURKA/CDK1/BUB1/PIK3R1/CCNB2/CPEB4/ANAPC11/CDC25C/CDC23/RPS6KA2/CDK2/MAPK8/ANAPC4/CPEB2/GNAI2/GNAI3/ARAF/ADCY9/HSP90AB1/IGF1/PRKACB/PLK1/CPEB3/STK10/ADCY6/ADCY4/MAPK1/CDC25A/FZR1/CPEB1/AKT3/IGF1R/PIK3CD/MAD1L1/PGR/MAPK14/ADCY5/MAPK13/RPS6KA6",42
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","33/2723","64/6792",0.515625,1.28612743297833,1.88127955219874,0.040834039246597,0.203586852815176,0.168862568312995,"RXRA/STAT3/MAPK8/PPARA/ACACB/ACSL1/IKBKB/TNFRSF1A/NFKB1/PTPN11/PRKAG1/CAMKK2/ACSL4/NFKBIA/RXRB/APPL1/G6PC3/TNFRSF1B/PPARGC1A/AKT3/CD36/PRKAB1/ADIPOQ/PRKCQ/SLC2A4/SOCS3/PRKAA1/ACSBG1/JAK2/ACSL5/IRS1/ACSL6/NPY",33
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","36/2723","71/6792",0.507042253521127,1.26471942193004,1.83419233161347,0.0444207739963783,0.21656563762591,0.179627659017118,"CDKN2A/PIK3R1/TGFBR2/E2F1/STAT3/E2F3/SMAD2/GADD45B/MAPK8/RAD51/JAK1/RALB/ARAF/BRCA2/SMAD3/IKBKB/EGFR/POLK/BCL2L1/TGFB3/NFKB1/PLD1/TGFB1/STAT1/MAPK1/ERBB2/AKT3/RALGDS/E2F2/CCND1/ARHGEF6/PIK3CD/VEGFA/RAC2/TP53/RB1",36
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","19/2723","34/6792",0.558823529411765,1.39387785962714,1.88338355945748,0.0450832258984404,0.21656563762591,0.179627659017118,"RFC4/RFC3/TDG/RFC5/POLE2/PCNA/FEN1/MBD4/POLD3/NEIL3/POLB/POLD4/UNG/PARP3/POLG/LIG1/PARP2/TDP1/NEIL2",19
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","44/2723","89/6792",0.49438202247191,1.2331409095223,1.81103031886724,0.0452988296466804,0.21656563762591,0.179627659017118,"PIK3R1/ARPC4/PRKCD/PRKCB/BIN1/WASF2/DNM2/ARPC5L/PLPP3/PRKCA/VASP/ACTR2/PLPP1/GSN/PRKCE/PLD1/CFL2/ARPC2/PIP5K1A/INPP5D/DOCK1/CFL1/VAV2/PIP5K1C/MAPK1/SYK/MARCKS/AKT3/LIMK1/VAV3/ASAP3/LIMK2/LYN/ASAP1/MARCKSL1/CRK/PIK3CD/PLA2G4C/RAC2/PLA2G4A/PTPRC/SCIN/WASF3/WASF1",44
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","43/2723","87/6792",0.494252873563218,1.2328187723986,1.78782526852517,0.0476442293154486,0.224700486906643,0.186375007990731,"PDE2A/PDE4B/GNG7/PDE4A/PRKCB/GNAI2/GNAI3/GNG4/ADCY9/GRK2/PRKCA/PDE8B/ARRB1/PRKACB/GNAS/GNGT1/PDE1B/ADCY6/ADCY4/KCNJ5/PDE1A/PDE7A/GNG11/PDE7B/PDE8A/GRK5/PDE3A/GABBR1/ARRB2/KCNJ3/GNG12/CACNA1B/GNG2/GABRA2/ADCY5/PDE4D/GNG13/GNG3/GABRB1/GABRA1/GNAO1/GABBR2/KCNJ9",43
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","45/2723","92/6792",0.489130434782609,1.22004183365534,1.73823547351095,0.0523499404065607,0.240865793187203,0.199783119066448,"SNRPD1/SNRPE/SNRPG/SRSF10/LSM5/TRA2B/SF3B6/THOC1/RBM8A/LSM8/SRSF1/SNRPF/U2SURP/DDX46/SNRPA1/TXNL4A/LSM7/NCBP2/PPIH/PRPF40A/DHX15/PRPF8/RBM22/HNRNPA3/LSM4/MAGOHB/THOC2/PRPF38A/SRSF7/RBM25/WBP11/DDX42/PQBP1/SRSF6/SF3B1/PRPF6/U2AF1L4/PRPF38B/FUS/SRSF3/U2AF2/SRSF5/HSPA1L/RBM17/HNRNPC",45
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","59/2723","124/6792",0.475806451612903,1.18680771919017,1.71733375386168,0.0529100314742077,0.240865793187203,0.199783119066448,"ITPR1/PIK3R1/PRKCD/FKBP5/NCOA1/GNAQ/FOS/GNAI2/NCOA3/GNAI3/ATF2/ADCY9/SP1/CREB3L4/HSP90AB1/NRAS/PRKACB/SOS2/GNAS/EGFR/CALM1/CREB3/HBEGF/ADCY6/MAP2K2/ADCY4/KCNJ5/NCOA2/SHC1/GPER1/MAPK1/BCL2/SRC/SHC3/CREB3L2/JUN/AKT3/ITPR2/SOS1/CALML6/RARA/CREB1/ATF6B/CREB3L1/GABBR1/HSPA1L/NOS3/MMP2/PIK3CD/KCNJ3/ITPR3/PGR/ESR2/ADCY5/KRT18/GRM1/GNAO1/GABBR2/KCNJ9",59
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","52/2723","108/6792",0.481481481481481,1.20096299016607,1.72209292367297,0.0531423096716751,0.240865793187203,0.199783119066448,"ITPR1/GLUL/GNG7/GNAQ/PRKCB/GLS/GNAI2/GNAI3/GNG4/ADCY9/GRK2/PRKCA/PRKACB/GNAS/PLD1/GNGT1/ADCY6/ADCY4/PPP3CB/MAPK1/GNG11/GRIN1/PPP3CC/GRM5/GRIK1/ITPR2/SLC38A1/GRIA3/PLA2G4C/SLC1A7/KCNJ3/ITPR3/GRIN2A/CACNA1C/GNG12/DLG4/TRPC1/GNG2/PLA2G4A/ADCY5/GNG13/GRIN3A/GNG3/SLC1A3/SLC17A7/GLS2/DLGAP1/GRM8/SHANK3/SLC1A2/GRM1/GNAO1",52
"Organismal Systems","Nervous system","hsa04730","Long-term depression","27/2723","52/6792",0.519230769230769,1.29512133111105,1.74750797177566,0.0553131804612423,0.244318973694767,0.202647316441143,"ITPR1/GNAQ/PRKCB/GNAI2/GNAI3/ARAF/PRKCA/NRAS/IGF1/PPP2R1A/GNAS/MAP2K2/MAPK1/GNA13/PRKG1/ITPR2/RYR1/LYN/IGF1R/GRIA3/PPP2R1B/PLA2G4C/PPP2CB/ITPR3/PLA2G4A/GRM1/GNAO1",27
"Human Diseases","Cancer: specific types","hsa05214","Glioma","36/2723","72/6792",0.5,1.24715387440323,1.72462975836295,0.0553853125870567,0.244318973694767,0.202647316441143,"CDKN2A/PIK3R1/E2F1/E2F3/GADD45B/PRKCB/MDM2/PDGFA/ARAF/PRKCA/CAMK1/CAMK2D/NRAS/IGF1/CAMK2G/SOS2/EGFR/POLK/CALM1/PDGFRB/MAP2K2/SHC1/MAPK1/SHC3/AKT3/E2F2/SOS1/CALML6/IGF1R/CCND1/PDGFB/PIK3CD/CAMK2A/TP53/PDGFRA/RB1",36
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","150/2723","338/6792",0.443786982248521,1.10694130864192,1.64981863543411,0.0560944177603876,0.244318973694767,0.202647316441143,"BRCA1/CCNE2/PIK3R1/RXRA/ITGA7/COL6A1/CSF1/LAMB2/PPP2R5D/YWHAQ/CCNE1/GNG7/ITGA5/RHEB/CDK2/ARTN/LPAR1/EIF4E2/MDM2/CCND2/IL6R/JAK1/FGFR1/PDGFA/EIF4B/GNG4/CSF1R/ATF2/PRKCA/TSC2/FGFR2/LAMA2/COL6A2/CREB3L4/MYB/HSP90AB1/LAMA4/NTRK2/NRAS/IGF1/NR4A1/IKBKB/PPP2R1A/SOS2/EGFR/BCL2L1/JAK3/ITGB3/NFKB1/ITGB4/TLR4/GNGT1/CREB3/THBS1/RBL2/PDGFRB/NRTN/MAP2K2/CDC37/PKN2/GYS1/OSMR/IFNAR1/YWHAE/FGF2/PDGFC/BCL2L11/CCND3/MAPK1/LPAR4/VWF/GHR/BCL2/KIT/GNG11/SYK/THEM4/ITGA8/G6PC3/ERBB2/PIK3AP1/PPP2R5B/SGK1/CREB3L2/PTK2/AKT3/IL4R/FGF1/SOS1/EPHA2/FN1/INSR/CREB1/ATF6B/FGF10/THBS4/ITGA6/CREB3L1/MTCP1/FGF7/IGF1R/PRKAA1/CCND1/PDGFB/EREG/PPP2R1B/NOS3/COL4A3/SGK2/FGFR3/PIK3CD/JAK2/IBSP/EPO/COL4A2/CHRM2/DDIT4/IL2RG/PPP2CB/PPP2R2D/PDGFD/NGF/VEGFA/GNG12/LPAR2/KITLG/TEK/TNC/GNG2/ITGA2/IRS1/CD19/TP53/EFNA5/MYC/FLT1/MCL1/GNG13/PIK3R5/GNG3/PDGFRA/ITGB8/ITGB1/NGFR/ITGA9/TCL1A/MET/TNR/COL4A4/PIK3CG",150
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","21/2723","39/6792",0.538461538461538,1.34308878781886,1.75766981744709,0.0567044036368943,0.244318973694767,0.202647316441143,"SAT2/PRNP/MAP1LC3B/ATG7/VDAC3/TFRC/ACSL1/SLC11A2/PCBP2/ACSL4/SLC40A1/HMOX1/SLC39A8/SLC39A14/SLC7A11/ACSL5/CYBB/TP53/TF/LPCAT3/ACSL6",21
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","10/2723","16/6792",0.625,1.55894234300404,1.83099494260623,0.0590002406425832,0.250182839955011,0.207511026957105,"GLUD1/GLUL/GLUD2/CA4/CA2/CA8/CA9/CA12/CPS1/CA3",10
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","20/2723","37/6792",0.540540540540541,1.3482744588143,1.7376273847327,0.0594990708202462,0.250182839955011,0.207511026957105,"RXRA/TCF7L2/GADD45B/CTNNB1/NRAS/POLK/MAP2K2/MAPK1/TCF7L1/RXRB/TPM3/PAX8/CDH1/CCND1/TPR/PPARG/TP53/LEF1/MYC/TCF7",20
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","69/2723","148/6792",0.466216216216216,1.16288672072734,1.63888532647346,0.0608141564110805,0.251652384398,0.208729922212185,"CCNE2/CCNA2/PCNA/STAT6/BIRC5/PIK3R1/TGFBR2/E2F1/STAT3/E2F3/YWHAQ/CCNE1/MAVS/FOS/CDK2/MAPK8/PRKCB/JAK1/MAP2K4/STAT5B/ARAF/ATF2/PRKCA/VDAC3/MAP3K7/SMAD3/CASP3/CYCS/CREB3L4/MAP3K1/NRAS/PTK2B/IKBKB/SOS2/FAS/JAK3/TGFB3/APAF1/NFKB1/TLR4/CREB3/TGFB1/MAP2K2/STAT1/IFNAR1/ATP6AP1/STAT2/HSPG2/NFKBIA/MAPK1/BCL2/SRC/EGR3/CREB3L2/JUN/AKT3/E2F2/SOS1/CREB1/ATF6B/CREB3L1/PIK3CD/JAK2/CXCL8/MAPK14/TP53/MAPK13/MYC/RB1",69
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","25/2723","48/6792",0.520833333333333,1.29911861917003,1.70118727758429,0.0612906953404871,0.251652384398,0.208729922212185,"GNAI2/GNAI3/ATF2/CREB3L4/FOSB/PRKACB/GNAS/NFKB1/CREB3/MAOA/MAOB/RGS9/DDC/GRIN1/CREB3L2/JUN/CREB1/ATF6B/CREB3L1/CDK5R1/GRIN2A/DLG4/ADCY5/GRIN3A/PPP1R1B",25
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","19/2723","35/6792",0.542857142857143,1.35405277792351,1.71779727682495,0.0624190487128826,0.253305209311582,0.210100837160865,"GLUD1/GLUL/PPAT/GLUD2/GLS/RIMKLA/ASPA/ALDH4A1/GOT1/GFPT2/ASL/GAD1/ASNS/ALDH5A1/CPS1/ASS1/DDO/GLS2/ASRGL1",19
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","40/2723","82/6792",0.48780487804878,1.21673548722267,1.61518596989382,0.0674734311675613,0.270669281350332,0.224503249498843,"PIK3R1/CAT/RB1CC1/RHEB/EIF4E2/AKT1S1/ATF2/ADCY9/TSC2/FOXO1/CREB3L4/NRAS/IGF1/PRKACB/NFKB1/CREB3/ADCY6/PRKAG1/ATG13/ADCY4/CAMKK2/SESN2/SESN3/APPL1/PPARGC1A/CREB3L2/AKT3/PRKAB1/ADIPOQ/INSR/CREB1/ATF6B/CREB3L1/IGF1R/PRKAA1/PIK3CD/PPARG/IRS1/TP53/ADCY5",40
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","123/2723","276/6792",0.445652173913043,1.11159367066375,1.54828322104631,0.0692122264113826,0.27448939792696,0.227671797405864,"RRAS/STMN1/MEF2C/TGFBR2/MAP3K13/DUSP3/CSF1/MAX/DUSP7/RPS6KA4/GADD45B/RASGRP2/MAPKAPK3/RPS6KA2/FOS/NFKB2/MAPK8/ARTN/PRKCB/DUSP1/MAP2K4/FGFR1/PDGFA/CSF1R/ARAF/ATF2/MRAS/PRKCA/MAP3K7/RAP1A/ARRB1/CASP3/MKNK2/FGFR2/NTRK2/MAP3K1/NRAS/IGF1/NR4A1/PRKACB/IKBKB/SOS2/DUSP5/TNFRSF1A/EGFR/FAS/MAP3K5/TGFB3/NFKB1/TGFB1/PDGFRB/NRTN/MAP2K2/MAP3K3/PPP3CB/RAPGEF2/FGF2/JUND/PDGFC/MAPK1/CACNB2/KIT/TAOK2/STK4/PPP3CC/CACNB1/RASA2/STK3/ERBB2/JUN/AKT3/RELB/FLNA/MAP2K5/FGF1/SOS1/MAP3K2/EPHA2/TAOK1/INSR/FGF10/FGF7/IGF1R/MAPKAPK2/PDGFB/IL1R1/EREG/ARRB2/SRF/HSPA1L/CRK/PTPN5/RASGRF1/FGFR3/PLA2G4C/PDGFD/NGF/VEGFA/CACNA1C/GNG12/CACNA1B/PTPN7/KITLG/TEK/RAC2/MAPK14/PLA2G4A/DUSP6/TP53/EFNA5/MAPK13/MYC/FLT1/PDGFRA/MAPT/RASGRP4/CACNG3/HSPB1/NGFR/CD14/MET/RPS6KA6/DUSP4",123
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","31/2723","62/6792",0.5,1.24715387440323,1.59919924655789,0.0718869248642065,0.27802809335821,0.230606924064267,"CCNA2/ZBTB16/PIK3R1/TCF7L2/STAT3/STAT5B/CSF1R/ARAF/NRAS/IKBKB/SOS2/NFKB1/MAP2K2/MAPK1/TCF7L1/PML/KIT/AKT3/SOS1/RARA/CCND1/ITGAM/PIK3CD/CEBPA/DUSP6/LEF1/MYC/SPI1/TCF7/CD14/MPO",31
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","16/2723","29/6792",0.551724137931034,1.37616979244495,1.66058099683753,0.0719231577756352,0.27802809335821,0.230606924064267,"BRCA1/RPA3/BRIP1/TOPBP1/RAD54B/RAD54L/RBBP8/BARD1/RAD51C/POLD3/BLM/RAD51/POLD4/BRCC3/BRCA2/TOP3A",16
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","100/2723","222/6792",0.45045045045045,1.12356204901192,1.53117822715992,0.0724944312194759,0.27802809335821,0.230606924064267,"CSE1L/DYNLT1/RHOA/VPS39/RRAS/RHOB/ARPC4/RHOG/TCF7L2/ACTB/VPS18/DYNC2LI1/ACTR1A/MYL9/AHNAK/EXOC5/FOS/MAPK8/MAP2K4/DNM2/TXN2/TUBB2B/ARPC5L/CYTH3/PLEKHM2/CTNNB1/WASL/FYCO1/MAP3K7/CASP3/CYCS/DCTN1/RAB5B/M6PR/HSP90AB1/ACTR2/ELMO2/TXN/IKBKB/EXOC4/TNFRSF1A/RAB5A/ARL8B/NFKB1/TLR4/ARPC2/DYNC1H1/SNX18/MAP2K2/MYL10/CYTH1/MYL5/RIPK3/RHOJ/NCKAP1L/FBXO22/FHOD1/ELMO1/NFKBIA/PFN1/MAPK1/TCF7L1/RILP/MYO6/BCL2/DYNC1LI2/GAPDH/SNX33/KPNA4/RAB7B/JUN/PFN2/AKT3/FLNA/TUBA1A/DYNC2H1/KIF5C/PIK3CD/CYTH4/PIK3C2A/NLRP3/AHNAK2/CXCL8/MAPK14/TUBB1/MAPK13/LEF1/PTPRC/MYC/TUBB6/TNFRSF10B/CYTH2/MYL2/TUBB4A/TCF7/CD14/WASF3/TNFSF10/PIK3CG/KLC3",100
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","52/2723","110/6792",0.472727272727273,1.17912729943578,1.54935781234054,0.0741155241591223,0.281155629690584,0.233201019951472,"RHOA/PIK3R1/RAPGEF1/ARHGDIA/PRKCD/ARHGDIB/RPS6KA2/MAPK8/NTRK3/PSEN1/RAP1A/CAMK2D/NTRK2/MAP3K1/NRAS/CAMK2G/IKBKB/SOS2/MATK/MAP3K5/CALM1/NFKB1/GAB1/PSEN2/PTPN11/MAP2K2/MAP3K3/YWHAE/SHC1/NFKBIA/MAPK1/BCL2/SORT1/SH2B3/SHC3/JUN/AKT3/MAP2K5/SOS1/CALML6/MAPKAPK2/CRK/FRS2/PIK3CD/NGF/CAMK2A/MAPK14/IRS1/TP53/MAPK13/NGFR/RPS6KA6",52
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","15/2723","27/6792",0.555555555555556,1.3857265271147,1.64276079489434,0.075321632452352,0.282658599202912,0.234447639212188,"TYMS/GGH/DHFR/GART/DHFR2/IKBKB/MTHFR/NFKB1/ABCC1/ABCG2/SHMT2/ABCC5/SLC19A1/ABCC3/FOLR3",15
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","47/2723","99/6792",0.474747474747475,1.18416630498893,1.50995568133767,0.0805199567229542,0.298951754216075,0.247961792819848,"PIK3R1/EPAS1/STAT3/PDK1/PRKCB/EIF4E2/IL6R/PRKCA/MKNK2/CAMK2D/TFRC/ALDOA/ARNT/IGF1/CAMK2G/EGFR/NFKB1/TLR4/MAP2K2/PDHA1/MAPK1/HK1/BCL2/IFNGR1/HMOX1/GAPDH/ERBB2/AKT3/HKDC1/PFKM/INSR/IGF1R/NOS3/PIK3CD/EPO/ALDOB/ENO1/CYBB/VEGFA/PGK1/CAMK2A/TEK/EDN1/ALDOC/TIMP1/FLT1/TF",47
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","94/2723","209/6792",0.449760765550239,1.12184176262109,1.46353876303524,0.0825118554297348,0.303122500473447,0.251421166129386,"RHOA/RRAS/PIK3R1/CSF1/GNG7/RASGRP2/RASSF1/MAPK8/RASA3/PRKCB/FGFR1/PDGFA/GNG4/RALB/CSF1R/MRAS/PRKCA/RAP1A/FGFR2/RAB5B/PLA2G3/NTRK2/NRAS/IGF1/PRKACB/IKBKB/SOS2/RAB5A/EGFR/BCL2L1/CALM1/NFKB1/PLD1/GNGT1/PLA2G12A/GAB1/PTPN11/PDGFRB/MAP2K2/FGF2/SHC1/PDGFC/PLA2G2A/MAPK1/KIT/GNG11/STK4/GRIN1/RASA2/ETS1/SHC3/AKT3/RALGDS/FGF1/SOS1/CALML6/REL/EPHA2/PLA2G5/INSR/FGF10/FGF7/IGF1R/PDGFB/RALGAPA2/RASGRF1/AFDN/FGFR3/PIK3CD/PLA2G4C/PDGFD/NGF/VEGFA/GRIN2A/GNG12/KITLG/TEK/RAC2/GNG2/RASAL3/PLA2G4A/EFNA5/FLT1/TIAM1/GNG13/GNG3/PDGFRA/PLCE1/RASGRP4/NGFR/RAPGEF5/MET/RASSF5/PLA1A",94
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","52/2723","111/6792",0.468468468468468,1.1685045309724,1.46419587074015,0.0865585613369627,0.314457046368821,0.260822463433647,"CCNA2/PIK3R1/PPP2R5D/RHEB/EEF2/RAB14/AKT1S1/CAB39L/TSC2/MAP3K7/FOXO1/CREB3L4/ACACB/IGF1/PPP2R1A/CREB3/PRKAG1/TBC1D1/GYS1/CAMKK2/CAB39/SCD/RAB11B/LIPE/ADRA1A/G6PC3/PPP2R5B/PPARGC1A/CREB3L2/AKT3/CD36/PRKAB1/PFKM/ADIPOQ/HMGCR/INSR/CREB1/SLC2A4/CREB3L1/IGF1R/PRKAA1/CCND1/PPP2R1B/PIK3CD/ACACA/ELAVL1/PPP2CB/PPP2R2D/CIDEA/PPARG/IRS1/FBP2",52
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","42/2723","88/6792",0.477272727272727,1.19046506193036,1.47108069576562,0.0873992363833112,0.314457046368821,0.260822463433647,"ITPR1/PIK3R1/PRKCD/GNAQ/MAPK8/PRKCB/ADCY9/PRKCA/CAMK2D/IGF1/PRKACB/CAMK2G/GNAS/PRKCE/CALM1/ADCY6/ADCY4/PRKCH/SRC/PTGER2/TRPV2/ITPR2/PRKCQ/CALML6/TRPA1/TRPM8/IL1R1/ASIC4/PIK3CD/PLA2G4C/ITPR3/NGF/CAMK2A/HRH1/MAPK14/P2RY2/PLA2G4A/ADCY5/MAPK13/HTR2A/F2RL1/BDKRB2",42
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","11/2723","19/6792",0.578947368421053,1.44407290720374,1.58557716064109,0.0895142938551161,0.317119476200308,0.263030782551907,"RFC4/RFC3/RFC5/RPA3/PCNA/MSH6/EXO1/MSH2/POLD3/POLD4/LIG1",11
