"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"240509_s_at",-1.87591880857981,2.67957018146466,-4.53347056591041,2.22727045756602e-05,0.000163431699083584,2.13986404895722,"GREM2","gremlin 2, DAN family BMP antagonist","Downregulated",1.87591880857981
"212912_at",-1.10317686213652,7.33048815121202,-4.5302959011633,2.25351970383483e-05,0.000165160774600239,2.12861852584836,"RPS6KA2","ribosomal protein S6 kinase A2","Downregulated",1.10317686213652
"211797_s_at",-1.15755110219659,6.39357297033038,-4.52941353923016,2.26086857860268e-05,0.000165650029998961,2.1254937377172,"NFYC","nuclear transcription factor Y subunit gamma","Downregulated",1.15755110219659
"219723_x_at",-1.06416871065419,5.24957974460465,-4.52907596932827,2.26368622736663e-05,0.000165831782328465,2.12429836032443,"AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3","Downregulated",1.06416871065419
"202805_s_at",-1.09726606326438,6.2381054498352,-4.52885301638194,2.26554905403163e-05,0.000165918845515306,2.12350888310322,"ABCC1","ATP binding cassette subfamily C member 1","Downregulated",1.09726606326438
"1558647_at",-1.40125504850705,4.81727320857213,-4.52708745425371,2.28035342423478e-05,0.000166928519705922,2.11725778380998,"SH3D19","SH3 domain containing 19","Downregulated",1.40125504850705
"237324_s_at",-1.11224807020969,2.81369199008483,-4.52678143561989,2.28292894799622e-05,0.000167092198042615,2.11617444068072,"HKDC1","hexokinase domain containing 1","Downregulated",1.11224807020969
"219788_at",-1.37682768936469,4.52263012870933,-4.52648542662283,2.28542291592116e-05,0.000167224989477669,2.11512657162447,"PILRA","paired immunoglobin like type 2 receptor alpha","Downregulated",1.37682768936469
"211962_s_at",-1.29599720557777,9.78526322399635,-4.52636279978416,2.28645686006576e-05,0.000167266164686548,2.11469248493464,"ZFP36L1","ZFP36 ring finger protein like 1","Downregulated",1.29599720557777
"236764_at",-1.44903347758079,4.75719486171797,-4.52633806206281,2.28666549443455e-05,0.000167266164686548,2.11460491667886,"","","Downregulated",1.44903347758079
"204777_s_at",-2.36969859262861,6.76880959108601,-4.52530598896625,2.2953863437852e-05,0.000167854177171405,2.1109517518664,"MAL","mal, T-cell differentiation protein","Downregulated",2.36969859262861
"221866_at",-1.06169523894268,5.34486705259174,-4.52453172813542,2.3019499157997e-05,0.000168284132382641,2.108211453281,"TFEB","transcription factor EB","Downregulated",1.06169523894268
"1568876_a_at",-1.38410241679596,4.18051666241846,-4.52439212191599,2.30313532483873e-05,0.000168345781237878,2.10771738045934,"","","Downregulated",1.38410241679596
"202908_at",-1.0109393520199,7.23905131965477,-4.52361998595792,2.3097023142378e-05,0.000168775648614047,2.10498490904686,"WFS1","wolframin ER transmembrane glycoprotein","Downregulated",1.0109393520199
"209619_at",-1.9205472225163,10.5942204550673,-4.52354165123417,2.3103695633164e-05,0.000168799339424068,2.10470770890469,"CD74","CD74 molecule","Downregulated",1.9205472225163
"233917_s_at",-1.13792061281149,5.72109326966654,-4.52341803510695,2.31142289662696e-05,0.000168851077679071,2.10427027859632,"MOV10","Mov10 RISC complex RNA helicase","Downregulated",1.13792061281149
"226625_at",-1.95608081876383,7.87034590709172,-4.52269144378894,2.31762361515298e-05,0.000169165224212846,2.10169928363733,"TGFBR3","transforming growth factor beta receptor 3","Downregulated",1.95608081876383
"211077_s_at",-1.13024985326658,4.26178462148582,-4.52223450817534,2.32153136587943e-05,0.00016938848446149,2.10008256516795,"TLK1","tousled like kinase 1","Downregulated",1.13024985326658
"219025_at",-1.30312002841287,6.19772001280269,-4.5215230814995,2.32762828316151e-05,0.000169732668834511,2.09756559363841,"CD248","CD248 molecule","Downregulated",1.30312002841287
"210976_s_at",-1.54679965997119,8.42162769188946,-4.52119667790966,2.33043075795092e-05,0.000169911848135266,2.09641087724188,"PFKM","phosphofructokinase, muscle","Downregulated",1.54679965997119
"202263_at",-1.11843565531053,8.58739144952205,-4.51908567679579,2.34863491811108e-05,0.000171163030828632,2.08894392007217,"CYB5R1","cytochrome b5 reductase 1","Downregulated",1.11843565531053
"235047_x_at",-1.099330242601,4.25626689157327,-4.5177304657028,2.36039423507781e-05,0.000171969083691847,2.08415134027441,"NACC1","nucleus accumbens associated 1","Downregulated",1.099330242601
"201906_s_at",-1.11545000451942,7.1927847071012,-4.5160890067487,2.37471392368651e-05,0.000172858798879944,2.07834754422963,"CTDSPL","CTD small phosphatase like","Downregulated",1.11545000451942
"228042_at",-1.23102256731619,4.66728599128817,-4.51530643436276,2.38157055168914e-05,0.000173281002716202,2.07558097434345,"ADPRH","ADP-ribosylarginine hydrolase","Downregulated",1.23102256731619
"209047_at",-2.04490280765194,8.12314936361599,-4.51398068307559,2.39323021196389e-05,0.000174001679230534,2.07089475486531,"AQP1","aquaporin 1 (Colton blood group)","Downregulated",2.04490280765194
"207354_at",-1.33988309060977,3.22525460655943,-4.5139791674557,2.39324357313442e-05,0.000174001679230534,2.07088939794428,"CCL16","C-C motif chemokine ligand 16","Downregulated",1.33988309060977
"210762_s_at",-1.80737476464234,7.82791684956338,-4.51385914218761,2.3943019035673e-05,0.000174027199067705,2.07046517478816,"DLC1","DLC1 Rho GTPase activating protein","Downregulated",1.80737476464234
"201926_s_at",-1.29416744420122,7.85974870939555,-4.51365526826577,2.39610061630831e-05,0.000174106501811405,2.06974460729057,"CD55","CD55 molecule (Cromer blood group)","Downregulated",1.29416744420122
"211121_s_at",-1.28032698961943,5.03857822973811,-4.51312870007398,2.40075242688664e-05,0.00017436726888533,2.06788360031048,"DOK1","docking protein 1","Downregulated",1.28032698961943
"214953_s_at",-1.02773152826423,10.256395802041,-4.51206314267787,2.41019261596629e-05,0.000175001251370596,2.06411805852364,"APP","amyloid beta precursor protein","Downregulated",1.02773152826423
"224030_s_at",-1.23381592883521,4.25169001437361,-4.51168473794799,2.41355371477924e-05,0.000175193594399088,2.0627809446704,"TCAF1","TRPM8 channel associated factor 1","Downregulated",1.23381592883521
"221662_s_at",-1.45659168031206,3.9436224214687,-4.51061906618054,2.42304378649706e-05,0.000175752823706015,2.05901567156372,"SLC22A7","solute carrier family 22 member 7","Downregulated",1.45659168031206
"200628_s_at",-1.37173910467009,7.69790999661496,-4.5098606269147,2.42981993158871e-05,0.000176140467551099,2.05633622691897,"WARS","tryptophanyl-tRNA synthetase","Downregulated",1.37173910467009
"1552965_a_at",-1.17681775386,2.15209582421846,-4.50969938116282,2.43126292350116e-05,0.000176219111322318,2.05576660390485,"B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7","Downregulated",1.17681775386
"220420_at",-1.24569579689556,2.88469501750545,-4.50933942025256,2.43448722404896e-05,0.000176426823024709,2.0544950330448,"LMAN1L","lectin, mannose binding 1 like","Downregulated",1.24569579689556
"208258_s_at",-1.19864469707923,3.4052996359585,-4.50901113416494,2.43743142070661e-05,0.000176588174203048,2.05333540372521,"GAS2L1","growth arrest specific 2 like 1","Downregulated",1.19864469707923
"210457_x_at",-1.17791776522969,4.19214423165059,-4.50759222635678,2.45019654005952e-05,0.000177434615374112,2.04832383297327,"HMGA1","high mobility group AT-hook 1","Downregulated",1.17791776522969
"212551_at",-2.13183974855922,6.66628792695144,-4.50730298396847,2.45280664341562e-05,0.000177571364576361,2.04730233939967,"CAP2","CAP, adenylate cyclase-associated protein, 2 (yeast)","Downregulated",2.13183974855922
"231721_at",-2.20955521649604,4.64332220385711,-4.50713932492258,2.45428468682242e-05,0.000177652230927436,2.04672437442831,"JAM3","junctional adhesion molecule 3","Downregulated",2.20955521649604
"208852_s_at",-1.02299565752618,9.57904923647631,-4.50700454755506,2.45550254215329e-05,0.000177714242670594,2.04624841445155,"CANX","calnexin","Downregulated",1.02299565752618
"200008_s_at",-1.29248392639298,9.26979607445799,-4.50693521581187,2.45612925589446e-05,0.000177733459257057,2.04600357573893,"GDI2","GDP dissociation inhibitor 2","Downregulated",1.29248392639298
"209993_at",-1.91546678898897,5.05428135032992,-4.5066946964987,2.45830459753755e-05,0.000177864717440127,2.04515422009647,"ABCB1","ATP binding cassette subfamily B member 1","Downregulated",1.91546678898897
"213103_at",-1.32230537804999,5.77798141070588,-4.50635414246212,2.46138788771242e-05,0.000178061619803977,2.04395165110927,"STARD13","StAR related lipid transfer domain containing 13","Downregulated",1.32230537804999
"207119_at",-1.67201445677871,2.32131492470075,-4.50583255345072,2.46611750186502e-05,0.000178351328504221,2.04210990750352,"PRKG1","protein kinase, cGMP-dependent, type I","Downregulated",1.67201445677871
"220065_at",-1.66648333178624,2.29059120224076,-4.50549047197454,2.46922418405513e-05,0.000178523529863063,2.04090207414716,"TNMD","tenomodulin","Downregulated",1.66648333178624
"1552309_a_at",-2.18897768792757,6.11953877757416,-4.50485099826443,2.47504188597103e-05,0.000178917858209162,2.03864433534543,"NEXN","nexilin F-actin binding protein","Downregulated",2.18897768792757
"215672_s_at",-1.11925093469723,5.12670450588681,-4.50474621399667,2.47599644345626e-05,0.000178960571376545,2.03827439898555,"AHCYL2","adenosylhomocysteinase like 2","Downregulated",1.11925093469723
"207521_s_at",-1.82870336249248,3.92727390292441,-4.50445061620592,2.4786911890573e-05,0.000179129031193924,2.03723082961656,"ATP2A3","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3","Downregulated",1.82870336249248
"215784_at",-1.93269591269427,3.25990294280693,-4.50400650666168,2.48274515849549e-05,0.000179394551218201,2.03566303093069,"CD1E","CD1e molecule","Downregulated",1.93269591269427
"231989_s_at",-1.04109965309113,6.63259234260798,-4.50396827444385,2.48309445474661e-05,0.000179394551218201,2.03552806732541,"LOC101060604///NPIPA5///SMG1P3///NPIPB5///SMG1P1///LOC613037///NPIPB4///SLC7A5P1///NPIPB3","putative L-type amino acid transporter 1-like protein IMAA///nuclear pore complex interacting protein family member A5///SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///nuclear pore complex interacting protein family member B5///SMG1P1, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 1///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///solute carrier family 7 member 5 pseudogene 1///nuclear pore complex interacting protein family member B3","Downregulated",1.04109965309113
"241066_at",-1.14386139283549,4.01042081011542,-4.503710546901,2.48545034375603e-05,0.000179538395574285,2.03461827969379,"ZNF449","zinc finger protein 449","Downregulated",1.14386139283549
"201061_s_at",-1.16172628239785,9.80686695198519,-4.50341248834436,2.48817760441008e-05,0.000179709020079564,2.0335661584384,"STOM","stomatin","Downregulated",1.16172628239785
"243291_at",-1.1667942477255,5.34141106900411,-4.50057745473844,2.51426403797758e-05,0.000181380135635189,2.02356068051452,"","","Downregulated",1.1667942477255
"1553249_at",-1.2018883557187,2.60780617258531,-4.49869868247029,2.53169752377685e-05,0.000182504014140767,2.01693201027012,"SMC1B","structural maintenance of chromosomes 1B","Downregulated",1.2018883557187
"226325_at",-1.91437362182876,5.9405891423812,-4.49835847853508,2.5348668624869e-05,0.000182678959728168,2.01573187111272,"ADSSL1","adenylosuccinate synthase like 1","Downregulated",1.91437362182876
"218999_at",-1.17372603070085,6.55621524963962,-4.49762873028599,2.54167818964756e-05,0.000183099491881233,2.01315770606102,"TMEM140","transmembrane protein 140","Downregulated",1.17372603070085
"203045_at",-1.01631595768786,7.096829914699,-4.49761371780872,2.54181849948322e-05,0.000183099491881233,2.01310475245504,"NINJ1","ninjurin 1","Downregulated",1.01631595768786
"221051_s_at",-1.71267312566064,4.06932230529912,-4.49718768919141,2.54580338970553e-05,0.000183338656704734,2.01160206031901,"NMRK2","nicotinamide riboside kinase 2","Downregulated",1.71267312566064
"211370_s_at",-1.16833897877264,5.98327398755497,-4.49600766662155,2.55687250067646e-05,0.00018410305112787,2.00744029027707,"MAP2K5","mitogen-activated protein kinase kinase 5","Downregulated",1.16833897877264
"209458_x_at",-2.70833779535206,9.58190814326949,-4.49448595761246,2.5712157517205e-05,0.000185027513154301,2.00207434543336,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","Downregulated",2.70833779535206
"1554127_s_at",-2.0149471782853,4.72199425479174,-4.4939070816349,2.57669257092171e-05,0.000185313229081181,2.00003334453269,"MSRB3","methionine sulfoxide reductase B3","Downregulated",2.0149471782853
"205835_s_at",-1.12015724650852,4.44006275731418,-4.49353851811488,2.58018549457715e-05,0.000185510209865076,1.99873394013825,"YTHDC2","YTH domain containing 2","Downregulated",1.12015724650852
"218487_at",-1.01075038406875,7.76843911307412,-4.49340791845327,2.58142430662405e-05,0.000185551960757139,1.99827351343732,"ALAD","aminolevulinate dehydratase","Downregulated",1.01075038406875
"209710_at",-1.24347660502761,5.96568072082404,-4.49307582895003,2.58457696507093e-05,0.000185744528582219,1.99710277183642,"GATA2","GATA binding protein 2","Downregulated",1.24347660502761
"228104_at",-1.36234383753827,4.07231213214816,-4.49241236287485,2.5908867079223e-05,0.000186116441221507,1.99476394741123,"PLXNA4","plexin A4","Downregulated",1.36234383753827
"212120_at",-1.02992155477152,8.82236000982429,-4.49142019794385,2.60035036877166e-05,0.000186660015457545,1.99126676849674,"RHOQ","ras homolog family member Q","Downregulated",1.02992155477152
"221572_s_at",-1.14000580340879,4.83011433050437,-4.49089091548278,2.60541258671254e-05,0.000186941582318991,1.98940133321539,"MIR6824///SLC26A6","microRNA 6824///solute carrier family 26 member 6","Downregulated",1.14000580340879
"219367_s_at",-1.42622994456975,5.03455200071909,-4.48951591082224,2.61860828473929e-05,0.000187751504979115,1.98455576018786,"NRP2","neuropilin 2","Downregulated",1.42622994456975
"226824_at",-1.22290454762466,6.50540722279315,-4.48910296807936,2.62258387772638e-05,0.000187954391015558,1.98310069570388,"CPXM2","carboxypeptidase X, M14 family member 2","Downregulated",1.22290454762466
"204489_s_at",-1.86270991612505,7.6812465888495,-4.4890610339849,2.622987924328e-05,0.000187955973194128,1.98295293896046,"CD44","CD44 molecule (Indian blood group)","Downregulated",1.86270991612505
"239852_at",-1.22906643338289,3.84971442291582,-4.48895780075822,2.62398286245589e-05,0.000187999890379829,1.98258919516144,"MMAA","methylmalonic aciduria (cobalamin deficiency) cblA type","Downregulated",1.22906643338289
"214954_at",-1.63856757656352,4.40486750835877,-4.48863362933514,2.62710953348345e-05,0.000188169110355342,1.98144700291466,"SUSD5","sushi domain containing 5","Downregulated",1.63856757656352
"209093_s_at",-1.04225028948896,6.3912031766703,-4.48817484208781,2.63154076983615e-05,0.000188404229101306,1.97983058172367,"GBAP1///GBA","glucosylceramidase beta pseudogene 1///glucosylceramidase beta","Downregulated",1.04225028948896
"1556540_a_at",-1.19352247417614,4.98310438891368,-4.48698018261771,2.64311355311458e-05,0.000189205249648107,1.97562193599955,"","","Downregulated",1.19352247417614
"225380_at",-1.99935885446781,5.50779029003381,-4.48554372160929,2.65709409497059e-05,0.000190123061118537,1.97056228569807,"PKDCC","protein kinase domain containing, cytoplasmic","Downregulated",1.99935885446781
"226595_at",-1.57537872062276,4.01712912805013,-4.48540858370586,2.65841302892371e-05,0.000190154351440755,1.97008633599411,"SNX21","sorting nexin family member 21","Downregulated",1.57537872062276
"202500_at",-1.06528217266266,6.60982667871632,-4.48411998877456,2.67102155404596e-05,0.000190925272530418,1.96554836689102,"DNAJB2","DnaJ heat shock protein family (Hsp40) member B2","Downregulated",1.06528217266266
"207175_at",-2.53091155016912,5.06843515286246,-4.48344609454473,2.67763850143655e-05,0.00019131487983184,1.96317544525792,"ADIPOQ","adiponectin, C1Q and collagen domain containing","Downregulated",2.53091155016912
"227554_at",-1.10457987394019,6.37525425374268,-4.48298699906934,2.68215545254838e-05,0.000191609790002248,1.96155898959991,"MAGI2-AS3","MAGI2 antisense RNA 3","Downregulated",1.10457987394019
"211205_x_at",-1.46089558198754,4.77431285241166,-4.48232235840826,2.68870782539986e-05,0.00019202212766974,1.95921898312907,"PIP5K1A","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha","Downregulated",1.46089558198754
"202661_at",-1.40298330848148,4.68158157336465,-4.47894841593291,2.72221017980288e-05,0.000194330184705586,1.94734332573735,"ITPR2","inositol 1,4,5-trisphosphate receptor type 2","Downregulated",1.40298330848148
"1559766_at",-1.06432916145916,3.99741982041418,-4.4787931598224,2.72376154039478e-05,0.000194409805249639,1.94679697397899,"ALDH1L1-AS2","ALDH1L1 antisense RNA 2","Downregulated",1.06432916145916
"232846_s_at",-1.33051777850396,3.56809988502612,-4.47875772956291,2.72411568922361e-05,0.000194409805249639,1.94667229513473,"LOC100653137///CDH23","cadherin-23-like///cadherin-related 23","Downregulated",1.33051777850396
"210039_s_at",-1.80309338066087,5.03354322767038,-4.47853190790137,2.7263739758865e-05,0.000194542755556043,1.94587764328816,"PRKCQ","protein kinase C theta","Downregulated",1.80309338066087
"200985_s_at",-1.11477728066282,10.1374089366267,-4.4783850375815,2.72784369939648e-05,0.000194619406867048,1.94536082823108,"CD59","CD59 molecule","Downregulated",1.11477728066282
"219114_at",-1.52697323669624,4.88213456954983,-4.47684015679489,2.7433498835624e-05,0.000195606672224943,1.9399251985608,"C3orf18","chromosome 3 open reading frame 18","Downregulated",1.52697323669624
"1553215_s_at",-1.22146049816819,3.22795659691943,-4.47425126526808,2.76952688387409e-05,0.000197221576519236,1.9308186102588,"CCDC7","coiled-coil domain containing 7","Downregulated",1.22146049816819
"213126_at",-1.21938594168307,6.2329131913313,-4.47285638975685,2.78373114964584e-05,0.000198118395546172,1.92591327992347,"MED8","mediator complex subunit 8","Downregulated",1.21938594168307
"215720_s_at",-1.20183223497935,4.46312180640368,-4.47219438037391,2.79049721609338e-05,0.000198571216937537,1.9235855069998,"NFYA","nuclear transcription factor Y subunit alpha","Downregulated",1.20183223497935
"210515_at",-1.02769095076528,4.6692126671683,-4.46866528985725,2.82683637545267e-05,0.00020089563478755,1.91117971883143,"HNF1A","HNF1 homeobox A","Downregulated",1.02769095076528
"235073_at",-1.14784858864098,4.21001627179133,-4.46807809537231,2.83292711539906e-05,0.000201270350227319,1.90911609476985,"SCAMP4","secretory carrier membrane protein 4","Downregulated",1.14784858864098
"203387_s_at",-1.12378962801516,7.24615895025779,-4.46780793410757,2.83573366726974e-05,0.000201407006701951,1.90816669711609,"TBC1D4","TBC1 domain family member 4","Downregulated",1.12378962801516
"202759_s_at",-1.11470727575632,8.41013378248605,-4.46662324472417,2.84807261112521e-05,0.000202171247800978,1.90400385817142,"PALM2-AKAP2///AKAP2","PALM2-AKAP2 readthrough///A-kinase anchoring protein 2","Downregulated",1.11470727575632
"229308_at",-1.57803134462315,4.83780695980949,-4.46643890605833,2.84999723771416e-05,0.000202278687546806,1.90335617302455,"ANKRD29","ankyrin repeat domain 29","Downregulated",1.57803134462315
"206042_x_at",-1.18957888024078,8.87130659345415,-4.46540109244541,2.86085631749959e-05,0.000202990853374481,1.89971003362307,"SNURF///SNRPN","SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N","Downregulated",1.18957888024078
"1552721_a_at",-2.13097346168512,4.12861953536214,-4.46505547587263,2.86448154947546e-05,0.000203210897496903,1.8984958889745,"FGF1","fibroblast growth factor 1","Downregulated",2.13097346168512
"227062_at",-1.59766809535298,8.44149095228742,-4.46502671218892,2.86478345750811e-05,0.000203210897496903,1.89839484507925,"MIR612///NEAT1","microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)","Downregulated",1.59766809535298
"215393_s_at",-1.35085694350129,3.78145019073219,-4.46405501602991,2.87500068302676e-05,0.000203811922620319,1.89498159158639,"COBLL1","cordon-bleu WH2 repeat protein like 1","Downregulated",1.35085694350129
"219360_s_at",-1.7093512014839,4.47796759264692,-4.46240475626328,2.89243393879759e-05,0.000204906416392763,1.88918572714513,"TRPM4","transient receptor potential cation channel subfamily M member 4","Downregulated",1.7093512014839
"1552318_at",-1.40805407498182,5.48535748610793,-4.46206318939837,2.89605501922693e-05,0.000205073559821855,1.88798626429079,"GIMAP1","GTPase, IMAP family member 1","Downregulated",1.40805407498182
"219427_at",-1.20567715369801,5.68904251757747,-4.46202498211215,2.89646034255673e-05,0.000205073559821855,1.88785209695312,"FAT4","FAT atypical cadherin 4","Downregulated",1.20567715369801
"202755_s_at",-1.37511273091603,4.15888903699378,-4.46112495337218,2.90602425935877e-05,0.000205721098734379,1.8846917763434,"GPC1","glypican 1","Downregulated",1.37511273091603
"215329_s_at",-1.20357261391971,6.17402193470785,-4.46092301445203,2.90817431329454e-05,0.000205843690210421,1.88398274663215,"CDK11A///CDK11B","cyclin dependent kinase 11A///cyclin dependent kinase 11B","Downregulated",1.20357261391971
"217033_x_at",-1.12126983386504,4.71350724840272,-4.46074386497686,2.91008301837562e-05,0.000205900402797209,1.88335374837342,"NTRK3","neurotrophic receptor tyrosine kinase 3","Downregulated",1.12126983386504
"219167_at",-1.45434952793163,5.95891060298995,-4.46006774948494,2.91729748092477e-05,0.000206353322992493,1.88098001892673,"RASL12","RAS like family 12","Downregulated",1.45434952793163
"227826_s_at",-2.2570476758313,6.48624210326114,-4.45926750202981,2.92585890784128e-05,0.000206827667401445,1.87817074602921,"SORBS2","sorbin and SH3 domain containing 2","Downregulated",2.2570476758313
"219784_at",-1.15428919239752,5.22883300173,-4.45919709018423,2.92661337254553e-05,0.000206851284433852,1.87792357854025,"C16orf95","chromosome 16 open reading frame 95","Downregulated",1.15428919239752
"210358_x_at",-1.28807916767742,4.52624723162163,-4.45801008557856,2.93936059649609e-05,0.000207722414005146,1.87375715577953,"GATA2","GATA binding protein 2","Downregulated",1.28807916767742
"238987_at",-1.24385676571091,5.66252787709556,-4.45749681337885,2.94488928102639e-05,0.000208039299543072,1.87195574915511,"B4GALT1","beta-1,4-galactosyltransferase 1","Downregulated",1.24385676571091
"209307_at",-1.00516342132603,7.41595698519962,-4.45718064577055,2.94829988227134e-05,0.00020823452319065,1.87084616948244,"SWAP70","SWAP switching B-cell complex 70kDa subunit","Downregulated",1.00516342132603
"244181_at",-1.36193681883874,5.58002460558512,-4.45631069327504,2.95770412339241e-05,0.000208868752582908,1.86779333044473,"","","Downregulated",1.36193681883874
"219436_s_at",-2.24685403179875,4.92493799349621,-4.45537825379008,2.96781615485825e-05,0.000209552775910618,1.86452158699938,"EMCN","endomucin","Downregulated",2.24685403179875
"209651_at",-1.94324375218068,7.04118946128579,-4.45453394271801,2.97700137978984e-05,0.000210050626463032,1.8615594033979,"TGFB1I1","transforming growth factor beta 1 induced transcript 1","Downregulated",1.94324375218068
"213854_at",-1.17532856961164,4.51731684210951,-4.45386780517641,2.98426771372551e-05,0.000210502954973181,1.85922254905116,"SYNGR1","synaptogyrin 1","Downregulated",1.17532856961164
"202730_s_at",-1.19452616827272,6.99868588745136,-4.45224042501265,3.00209184927918e-05,0.000211638873391806,1.85351442610595,"MIR4680///PDCD4","microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)","Downregulated",1.19452616827272
"237119_at",-1.25701725046673,2.35784132437646,-4.45104669132085,3.01523200204831e-05,0.000212443472400904,1.84932809398181,"","","Downregulated",1.25701725046673
"228333_at",-1.48987365144408,6.95177258116518,-4.45086041778921,3.01728745248819e-05,0.000212557857801842,1.84867490452258,"ZEB2","zinc finger E-box binding homeobox 2","Downregulated",1.48987365144408
"210337_s_at",-1.2889381059392,7.37085087008282,-4.45030269624122,3.02344980453338e-05,0.000212961486589857,1.84671928286968,"ACLY","ATP citrate lyase","Downregulated",1.2889381059392
"228802_at",-1.93984093934005,4.8736449244673,-4.44899132199731,3.03798750893321e-05,0.000213924229181564,1.84212156542381,"RBPMS2","RNA binding protein with multiple splicing 2","Downregulated",1.93984093934005
"226918_at",-1.81520345648454,4.62152325613443,-4.44859405160248,3.04240495329376e-05,0.000214173992184157,1.84072887537432,"JPH4///AP1G2","junctophilin 4///adaptor related protein complex 1 gamma 2 subunit","Downregulated",1.81520345648454
"209763_at",-2.09224476507856,7.22487270500635,-4.44780982108515,3.05114348897909e-05,0.000214666310640826,1.83797984683345,"CHRDL1","chordin like 1","Downregulated",2.09224476507856
"230218_at",-1.41569995504842,4.7350845901518,-4.44729135228417,3.05693405047655e-05,0.000215042964720228,1.83616256616354,"HIC1","hypermethylated in cancer 1","Downregulated",1.41569995504842
"216100_s_at",-1.53790152894962,5.91178572650959,-4.44706713796167,3.05944150607874e-05,0.000215134069620686,1.83537671169543,"TOR1AIP1","torsin 1A interacting protein 1","Downregulated",1.53790152894962
"211745_x_at",-2.53249747357743,9.89005068896438,-4.44682510784199,3.06215043950712e-05,0.000215286807653703,1.83452843945664,"HBA2///HBA1","hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","Downregulated",2.53249747357743
"205792_at",-2.20582659313241,4.2791849912061,-4.44589574418572,3.07257401507723e-05,0.000215927091630827,1.83127143004358,"WISP2","WNT1 inducible signaling pathway protein 2","Downregulated",2.20582659313241
"226066_at",-1.30120356306437,7.33451945036908,-4.44534084315859,3.078814081124e-05,0.000216334720105481,1.82932693136526,"MITF","melanogenesis associated transcription factor","Downregulated",1.30120356306437
"202928_s_at",-1.226913060683,4.44195078593822,-4.44512925178494,3.08119673875838e-05,0.000216471227761399,1.82858550368333,"PHF1","PHD finger protein 1","Downregulated",1.226913060683
"217644_s_at",-1.33305947738376,4.49706083790306,-4.44491406884522,3.08362167353175e-05,0.000216610666223378,1.8278315115372,"SOS2","SOS Ras/Rho guanine nucleotide exchange factor 2","Downregulated",1.33305947738376
"204894_s_at",-2.33423514311709,6.60105759933584,-4.44404446931322,3.09344020927776e-05,0.000217176362359724,1.82478468205931,"AOC3","amine oxidase, copper containing 3","Downregulated",2.33423514311709
"217370_x_at",-1.04053848016929,7.27933774462864,-4.44389844128191,3.0950919628621e-05,0.0002172613269851,1.82427307460681,"FUS","FUS RNA binding protein","Downregulated",1.04053848016929
"222236_s_at",-1.43037709490897,5.74844182559453,-4.44374788418206,3.09679584107445e-05,0.000217349925762018,1.82374560962766,"ASAP3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3","Downregulated",1.43037709490897
"232204_at",-1.9478780338409,6.23707032338517,-4.44362050203715,3.09823815498023e-05,0.000217420143884929,1.82329934422127,"EBF1","early B-cell factor 1","Downregulated",1.9478780338409
"208308_s_at",-1.07858209228186,9.69364285490059,-4.44307837089273,3.10438384922436e-05,0.0002178203565789,1.82140014548465,"GPI","glucose-6-phosphate isomerase","Downregulated",1.07858209228186
"212777_at",-1.14115170641113,5.69262039586864,-4.44258186072028,3.11002274529547e-05,0.000218122704144462,1.81966088219582,"SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1","Downregulated",1.14115170641113
"205634_x_at",-1.13555730315432,5.55281598405644,-4.44229964405586,3.11323232263446e-05,0.000218285584069356,1.81867233324478,"ZDHHC24","zinc finger DHHC-type containing 24","Downregulated",1.13555730315432
"236689_at",-1.31539652480146,3.73855769604767,-4.442175022031,3.11465063882364e-05,0.000218353916490376,1.81823581840395,"RNF151","ring finger protein 151","Downregulated",1.31539652480146
"221077_at",-1.01675148576861,4.4306185797794,-4.44097475988554,3.12834286856508e-05,0.000219196531196682,1.81403200468665,"ARMC4","armadillo repeat containing 4","Downregulated",1.01675148576861
"220471_s_at",-1.04763569716421,4.42499127455272,-4.44096523825112,3.12845172149145e-05,0.000219196531196682,1.81399865857549,"MYCT1","myc target 1","Downregulated",1.04763569716421
"1556017_at",-1.3074490463357,3.33200879865677,-4.43970637442952,3.1428756503377e-05,0.000220175800293518,1.80959029772774,"NBEAL2","neurobeachin like 2","Downregulated",1.3074490463357
"216375_s_at",-1.4947029172434,4.60783833309749,-4.43937289140994,3.14670745376936e-05,0.000220384514780414,1.80842260716064,"ETV5","ETS variant 5","Downregulated",1.4947029172434
