"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"207589_at",-1.11415256656931,2.26514180477381,-4.25492326797977,6.13011918858697e-05,0.000395133317936598,1.17039871636142,"ADRA1B","adrenoceptor alpha 1B","Downregulated",1.11415256656931
"206127_at",-1.13052888277253,4.62958496744771,-4.2544713453227,6.14003443596713e-05,0.0003956687722507,1.16885510064427,"ELK3","ELK3, ETS transcription factor","Downregulated",1.13052888277253
"217357_at",-1.21445810279998,2.98688884664067,-4.25430015878145,6.14379433775981e-05,0.000395859222179059,1.16827041061473,"","","Downregulated",1.21445810279998
"209868_s_at",-1.06097817112858,8.28409863051337,-4.25418818603188,6.14625488469733e-05,0.000395965912688271,1.16788797372666,"RBMS1","RNA binding motif single stranded interacting protein 1","Downregulated",1.06097817112858
"207910_at",1.93868373808615,2.71821466561286,4.25401378747987,6.15008910467595e-05,0.000396161061099344,1.16729233685893,"SCGB1D1","secretoglobin family 1D member 1","Upregulated",1.93868373808615
"232063_x_at",1.0010592429403,6.20635018268796,4.25294559608188,6.17362418034624e-05,0.000397625032777877,1.16364437863483,"FARSB","phenylalanyl-tRNA synthetase beta subunit","Upregulated",1.0010592429403
"213397_x_at",-2.00856844264013,7.45882228535536,-4.25194438955391,6.19576238330255e-05,0.000398858490937519,1.1602256763451,"RNASE4","ribonuclease A family member 4","Downregulated",2.00856844264013
"221650_s_at",-1.19339843039429,4.58104334007147,-4.2519328744149,6.19601744614871e-05,0.000398858490937519,1.16018635975263,"LOC100996782///MED18","mediator of RNA polymerase II transcription subunit 18-like///mediator complex subunit 18","Downregulated",1.19339843039429
"1557014_a_at",1.50516588640299,3.73463510173571,4.25129039820354,6.21026451790724e-05,0.000399671051703716,1.15799282882598,"FAM201A","family with sequence similarity 201 member A","Upregulated",1.50516588640299
"210341_at",2.28637719060938,3.57212759697855,4.25110771650115,6.21432130600159e-05,0.000399879833273728,1.1573691563864,"MYT1","myelin transcription factor 1","Upregulated",2.28637719060938
"211143_x_at",-1.37232555078543,4.53473934923855,-4.25090970275961,6.21872146204311e-05,0.000400058343551778,1.15669315871317,"NR4A1","nuclear receptor subfamily 4 group A member 1","Downregulated",1.37232555078543
"220965_s_at",-1.08231169914291,3.96139189060466,-4.25068094862836,6.22380846172096e-05,0.000400333258792031,1.15591224009586,"RSPH6A","radial spoke head 6 homolog A","Downregulated",1.08231169914291
"213782_s_at",-2.76574869837696,2.91785039004987,-4.24987659989171,6.24172738486292e-05,0.000401328471745655,1.15316656186447,"MYOZ2","myozenin 2","Downregulated",2.76574869837696
"236793_at",-1.12891782479856,2.75875680762866,-4.24918750465552,6.25711837076374e-05,0.000402160427991342,1.15081455357727,"","","Downregulated",1.12891782479856
"209266_s_at",-1.00408270946318,2.86159010833063,-4.24865496128262,6.26903786889617e-05,0.000402873901547308,1.14899704183542,"SLC39A8","solute carrier family 39 member 8","Downregulated",1.00408270946318
"31637_s_at",-1.07868086804971,7.25538334984536,-4.24837397280769,6.27533584909424e-05,0.000403177140148431,1.1480381141381,"NR1D1///THRA","nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha","Downregulated",1.07868086804971
"211861_x_at",-1.44181378293443,2.81660554903665,-4.24837132609425,6.2753952006764e-05,0.000403177140148431,1.14802908189536,"CD28","CD28 molecule","Downregulated",1.44181378293443
"200859_x_at",-1.41665433155455,8.75720456213538,-4.24799465429244,6.28384746060346e-05,0.000403562101271097,1.14674367631123,"FLNA","filamin A","Downregulated",1.41665433155455
"204328_at",-1.05843951915453,6.4753423708603,-4.24750502477316,6.29485085491659e-05,0.000404216006809188,1.14507290058644,"TMC6","transmembrane channel like 6","Downregulated",1.05843951915453
"240859_at",-1.20641576924854,4.50237405553607,-4.24630810757653,6.32182747017705e-05,0.000405842353979128,1.14098911394519,"ZFYVE16","zinc finger FYVE-type containing 16","Downregulated",1.20641576924854
"1556821_x_at",1.12926086487304,7.19015373804635,4.2462479515896,6.32318623394115e-05,0.000405876630594237,1.1407838846743,"DLEU2","deleted in lymphocytic leukemia 2 (non-protein coding)","Upregulated",1.12926086487304
"235570_at",-1.60629539866972,6.77198589844106,-4.24611462863304,6.32619865048291e-05,0.000406017030121707,1.14032904383071,"RBMS3","RNA binding motif single stranded interacting protein 3","Downregulated",1.60629539866972
"243483_at",2.25847060317282,3.75511096205148,4.24579840715542,6.33334918207324e-05,0.000406421070794709,1.13925026574653,"TRPM8","transient receptor potential cation channel subfamily M member 8","Upregulated",2.25847060317282
"224568_x_at",-1.11908329401678,7.32376845418023,-4.24576319316383,6.33414593843279e-05,0.000406421070794709,1.13913013747105,"MALAT1","metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)","Downregulated",1.11908329401678
"223696_at",-1.26700082875151,6.18925903906205,-4.24507593910732,6.34971523635882e-05,0.00040726073727256,1.13678577281945,"ARSD","arylsulfatase D","Downregulated",1.26700082875151
"220167_s_at",1.26892757006291,5.61791184733241,4.24497348410789,6.35203945224719e-05,0.00040735671227255,1.13643629725877,"TP53TG3B///TP53TG3D///TP53TG3C///TP53TG3","TP53 target 3B///TP53 target 3D///TP53 target 3C///TP53 target 3","Upregulated",1.26892757006291
"1558651_at",1.18289915125058,3.34394249271076,4.24445136522345,6.36389661288991e-05,0.000408010763036448,1.13465542029949,"GVQW2","GVQW motif containing 2","Upregulated",1.18289915125058
"212230_at",-1.52177438381643,8.59492311931434,-4.24436986558828,6.36574937273712e-05,0.000408076380125424,1.13437744789942,"PLPP3","phospholipid phosphatase 3","Downregulated",1.52177438381643
"224775_at",-1.31243330116305,4.9011261088892,-4.24428155572506,6.36775754004157e-05,0.000408151941217697,1.13407625133149,"IWS1","IWS1, SUPT6H interacting protein","Downregulated",1.31243330116305
"229312_s_at",1.2891834798166,6.8929644577661,4.2442232920277,6.36908279221631e-05,0.000408183715754868,1.13387753463686,"GKAP1","G kinase anchoring protein 1","Upregulated",1.2891834798166
"211086_x_at",-1.29059205723471,2.61866733609409,-4.24352356996735,6.38501933002775e-05,0.000409098497620671,1.13149115991295,"NEK1","NIMA related kinase 1","Downregulated",1.29059205723471
"216379_x_at",2.23502830143935,11.0012732346857,4.24328017676617,6.39057176184174e-05,0.000409364345951441,1.13066113219316,"CD24","CD24 molecule","Upregulated",2.23502830143935
"205152_at",-2.38317257694277,4.55516439838679,-4.24326875602034,6.39083241327244e-05,0.000409364345951441,1.13062218548064,"SLC6A1","solute carrier family 6 member 1","Downregulated",2.38317257694277
"228826_at",-1.13466893722618,5.0266930794462,-4.24293737345574,6.39839990744133e-05,0.000409795736360101,1.12949214115521,"TSPOAP1-AS1","TSPOAP1 antisense RNA 1","Downregulated",1.13466893722618
"207431_s_at",-1.03829003109986,8.09569926841328,-4.24250782681199,6.40822197063303e-05,0.000410313184720955,1.12802742722553,"DEGS1","delta 4-desaturase, sphingolipid 1","Downregulated",1.03829003109986
"204789_at",-1.25735782841473,5.28472447446407,-4.24237547867014,6.4112511922586e-05,0.000410351765631463,1.12757615033881,"FMNL1","formin like 1","Downregulated",1.25735782841473
"208202_s_at",-1.32393256851059,3.1713608786543,-4.24141512201559,6.43327357414342e-05,0.000411600692709499,1.12430180667498,"JADE2","jade family PHD finger 2","Downregulated",1.32393256851059
"1565627_a_at",-1.37915920090448,4.90973706398734,-4.24086494670715,6.44592279789956e-05,0.000412356374306089,1.12242617984376,"","","Downregulated",1.37915920090448
"231762_at",-1.39409140009795,3.01416621244483,-4.24037852210147,6.45712631787775e-05,0.000412965706685483,1.12076800987126,"FGF10","fibroblast growth factor 10","Downregulated",1.39409140009795
"230610_at",1.19996857325354,4.18041014897455,4.24011034701463,6.46331107075186e-05,0.000413253830377451,1.11985387818163,"","","Upregulated",1.19996857325354
"206603_at",-1.2800294437488,2.53091152025462,-4.23906812740448,6.48740149461749e-05,0.000414740243400861,1.11630158078483,"SLC2A4","solute carrier family 2 member 4","Downregulated",1.2800294437488
"237064_x_at",1.36714538492099,5.86521185063521,4.23839770182099,6.5029438823451e-05,0.000415616928526911,1.1140167816661,"","","Upregulated",1.36714538492099
"210967_x_at",-1.38197857622771,4.69271773414276,-4.23836734178395,6.50364856556428e-05,0.000415616928526911,1.11391332030244,"CACNB1","calcium voltage-gated channel auxiliary subunit beta 1","Downregulated",1.38197857622771
"224924_at",-1.56469098577979,3.36626737050139,-4.23820171269667,6.50749426153546e-05,0.000415754700243281,1.11334889498739,"TTC7A","tetratricopeptide repeat domain 7A","Downregulated",1.56469098577979
"209771_x_at",2.27398690406236,10.969468689329,4.23789257997278,6.51467780445427e-05,0.000416159614077348,1.11229547814342,"CD24","CD24 molecule","Upregulated",2.27398690406236
"232351_at",1.00993316042544,5.27897216231894,4.23764067465735,6.52053717487865e-05,0.000416479845228782,1.11143710651068,"","","Upregulated",1.00993316042544
"206287_s_at",-1.79323249378669,2.71665378335254,-4.23690855538012,6.53759532898766e-05,0.000417515189297204,1.10894257151345,"ITIH4","inter-alpha-trypsin inhibitor heavy chain family member 4","Downregulated",1.79323249378669
"214239_x_at",1.08318076032702,7.36187563012071,4.23655182207432,6.54592271376845e-05,0.00041793852209213,1.10772717518702,"PCGF2","polycomb group ring finger 2","Upregulated",1.08318076032702
"202129_s_at",-1.16820679458081,7.11383318735421,-4.23638237730586,6.54988172626616e-05,0.00041813703957496,1.1071498955549,"RIOK3","RIO kinase 3","Downregulated",1.16820679458081
"209470_s_at",-2.63965561980857,5.61419796318464,-4.23621535178592,6.55378647706933e-05,0.000418277783627951,1.10658087160264,"GPM6A","glycoprotein M6A","Downregulated",2.63965561980857
"209118_s_at",1.23153831218574,12.2640666637238,4.2342261817105,6.60046279261084e-05,0.000421057858837967,1.09980518588168,"TUBA1A","tubulin alpha 1a","Upregulated",1.23153831218574
"209079_x_at",-1.18845094044014,7.76538792600947,-4.23303356229831,6.62860163896302e-05,0.000422668913889404,1.09574369762241,"PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3","protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3","Downregulated",1.18845094044014
"223820_at",-1.95531754527756,3.5401622919827,-4.23285400650401,6.63284812700087e-05,0.000422884889589702,1.09513227646584,"RBP5","retinol binding protein 5","Downregulated",1.95531754527756
"237377_at",-1.23449224289563,4.60185400819867,-4.23184044404202,6.65686815690625e-05,0.000424306361913065,1.09168119850469,"","","Downregulated",1.23449224289563
"231676_s_at",-1.2323844567861,3.21925708942604,-4.23128470083796,6.67007413633652e-05,0.000425093042386622,1.08978915980587,"ENTPD5","ectonucleoside triphosphate diphosphohydrolase 5","Downregulated",1.2323844567861
"223605_at",-1.99160873851499,4.4625748557185,-4.2309156627542,6.67885746485227e-05,0.000425551114660269,1.08853284490371,"SLC25A18","solute carrier family 25 member 18","Downregulated",1.99160873851499
"241401_at",-1.44333442563361,4.12640724445977,-4.23091004238337,6.67899131936769e-05,0.000425551114660269,1.08851371200665,"WDFY3-AS2","WDFY3 antisense RNA 2","Downregulated",1.44333442563361
"217782_s_at",-1.22415528496449,7.01296787993334,-4.23073603465779,6.68313676194181e-05,0.000425760112176166,1.08792136151618,"GPS1","G protein pathway suppressor 1","Downregulated",1.22415528496449
"241903_at",1.34893553778319,5.24889622286347,4.23009881718506,6.69833861990937e-05,0.000426618105707844,1.08575229504025,"","","Upregulated",1.34893553778319
"238178_at",-1.44071277757315,4.32495174599905,-4.22964944533472,6.70907918652069e-05,0.000427246873988771,1.08422276676707,"","","Downregulated",1.44071277757315
"227000_at",-1.6519683665583,4.86283027252845,-4.22916896980203,6.72058156759718e-05,0.000427757931958032,1.08258747890696,"MTURN","maturin, neural progenitor differentiation regulator homolog (Xenopus)","Downregulated",1.6519683665583
"224102_at",-1.84846852936408,3.04438325134855,-4.22870724166877,6.73165308477515e-05,0.000428351808279492,1.08101610269292,"P2RY12","purinergic receptor P2Y12","Downregulated",1.84846852936408
"241353_s_at",-1.01033978076262,6.35508269747851,-4.22854179747032,6.73562446173821e-05,0.000428549098640745,1.08045307985951,"LOC100507507","uncharacterized LOC100507507","Downregulated",1.01033978076262
"202290_at",-1.05079340480735,7.56636199771174,-4.22849299274776,6.73679641841463e-05,0.000428568249981808,1.08028699513318,"PDAP1","PDGFA associated protein 1","Downregulated",1.05079340480735
"236386_at",1.23894058222158,5.81274901800418,4.22804243821581,6.7476249697424e-05,0.000429130152253871,1.07875379170494,"SUZ12P1","SUZ12 polycomb repressive complex 2 subunit pseudogene 1","Upregulated",1.23894058222158
"210699_at",1.23790323940208,3.01191715540074,4.22800789494576,6.74845587016015e-05,0.000429130152253871,1.07863624759322,"","","Upregulated",1.23790323940208
"210332_at",-1.19794775242036,3.42246749688538,-4.227980391743,6.7491175001376e-05,0.000429130152253871,1.07854265989112,"ACHE","acetylcholinesterase (Cartwright blood group)","Downregulated",1.19794775242036
"227178_at",-1.23918338988142,6.97538809314187,-4.22762242806847,6.75773455751053e-05,0.000429622537947572,1.07732461706268,"CELF2","CUGBP, Elav-like family member 2","Downregulated",1.23918338988142
"208670_s_at",-1.22095850525743,7.99847916617221,-4.22690522089261,6.77503145736585e-05,0.000430666545565949,1.07488436327,"EID1","EP300 interacting inhibitor of differentiation 1","Downregulated",1.22095850525743
"217087_at",-1.29449319066157,2.55546756427341,-4.22685653796937,6.77620709246807e-05,0.000430685639885141,1.07471873161484,"C1orf68","chromosome 1 open reading frame 68","Downregulated",1.29449319066157
"1559681_a_at",-1.0178755783749,3.73426444406086,-4.22662378703386,6.78183047532791e-05,0.0004309873849922,1.07392686975198,"LOC101930303///LOC101930301///TRIM16L","uncharacterized LOC101930303///uncharacterized LOC101930301///tripartite motif containing 16-like","Downregulated",1.0178755783749
"225269_s_at",-1.1034333771116,8.93941000896976,-4.22654625194407,6.78370476351465e-05,0.000431050826831438,1.07366308681954,"RBMS1","RNA binding motif single stranded interacting protein 1","Downregulated",1.1034333771116
"205212_s_at",-1.39976981943188,3.7924219071519,-4.22624606424476,6.79096604438223e-05,0.000431456508903701,1.07264184260411,"ACAP1","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1","Downregulated",1.39976981943188
"230702_at",-1.24551436879486,2.82187673734145,-4.22577504070828,6.80237482531116e-05,0.000432023502085976,1.07103949965295,"","","Downregulated",1.24551436879486
"216836_s_at",-1.31554506947322,6.85133222609588,-4.22576887774936,6.80252422249302e-05,0.000432023502085976,1.07101853501444,"ERBB2","erb-b2 receptor tyrosine kinase 2","Downregulated",1.31554506947322
"200831_s_at",-1.7539660541988,7.61152136730228,-4.22532667355826,6.8132520313734e-05,0.000432648977555544,1.06951432980432,"SCD","stearoyl-CoA desaturase","Downregulated",1.7539660541988
"205473_at",1.54166154121958,3.76921219676798,4.22475515402823,6.82714121271448e-05,0.000433419091283759,1.06757038493634,"ATP6V1B1","ATPase H+ transporting V1 subunit B1","Upregulated",1.54166154121958
"241210_at",1.33392150280034,4.33270691545011,4.22402707406058,6.84487475811104e-05,0.000434320763665209,1.0650941506815,"","","Upregulated",1.33392150280034
"228648_at",-1.83269629049511,4.99906529327786,-4.22390469248918,6.84785991872341e-05,0.000434454155519111,1.06467795042651,"LRG1","leucine rich alpha-2-glycoprotein 1","Downregulated",1.83269629049511
"211824_x_at",-1.69899959119598,4.13475651257894,-4.22359029560993,6.85553452631935e-05,0.000434851955845227,1.063608769952,"NLRP1","NLR family pyrin domain containing 1","Downregulated",1.69899959119598
"201721_s_at",-1.72758857111097,9.68997939988283,-4.22357543527961,6.85589748094228e-05,0.000434851955845227,1.06355823509281,"LAPTM5","lysosomal protein transmembrane 5","Downregulated",1.72758857111097
"222454_s_at",-1.81925240412167,5.12360537759441,-4.22307712937087,6.8680790505698e-05,0.000435512327115191,1.06186373053579,"PARVA","parvin alpha","Downregulated",1.81925240412167
"215599_at",1.35716181501437,7.00823847831896,4.22216252880115,6.89049174450233e-05,0.000436830069121065,1.05875391660796,"GUSBP9///GUSBP3","glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3","Upregulated",1.35716181501437
"244108_at",-2.05442743332714,4.59520814308099,-4.22215667296553,6.89063547161523e-05,0.000436830069121065,1.05873400697317,"SYNPO2","synaptopodin 2","Downregulated",2.05442743332714
"205784_x_at",1.36083440511995,4.28929711838802,4.22189578503807,6.89704170887612e-05,0.000437179867794239,1.05784701409457,"ARVCF","armadillo repeat gene deleted in velocardiofacial syndrome","Upregulated",1.36083440511995
"218731_s_at",-1.25774874210947,6.03629896052942,-4.22093737045533,6.92062547288238e-05,0.00043856177417144,1.05458878385671,"VWA1","von Willebrand factor A domain containing 1","Downregulated",1.25774874210947
"235957_at",1.22036423293162,5.46244227743751,4.21998122278701,6.94423102632546e-05,0.000439944349314275,1.05133870452793,"GRIP1","glutamate receptor interacting protein 1","Upregulated",1.22036423293162
"230514_s_at",-1.4495165350834,3.17626902823497,-4.21959740741505,6.95372858077741e-05,0.000440489343813484,1.0500341873837,"LYZL2///LYZL1","lysozyme like 2///lysozyme like 1","Downregulated",1.4495165350834
"1557430_at",1.74203452645921,4.53548018619912,4.21926539500665,6.96195438003632e-05,0.000440953648060815,1.04890579659732,"SMIM17","small integral membrane protein 17","Upregulated",1.74203452645921
"1559763_at",1.15986910224714,2.87317961343629,4.21858739914068,6.97878130826559e-05,0.000441905664439358,1.04660169875515,"ZC3H12C","zinc finger CCCH-type containing 12C","Upregulated",1.15986910224714
"205321_at",-1.61147404902512,7.26483151032232,-4.21852841090595,6.98024717064559e-05,0.000441941614161036,1.04640124398514,"EIF2S3","eukaryotic translation initiation factor 2 subunit gamma","Downregulated",1.61147404902512
"205554_s_at",-1.77352005153606,6.00880888006098,-4.21837545215544,6.98404959274925e-05,0.000442125470616766,1.04588146496881,"DNASE1L3","deoxyribonuclease 1 like 3","Downregulated",1.77352005153606
"240960_at",-1.31464533663019,4.10094897507447,-4.21799499001089,6.99351622713273e-05,0.000442667806777104,1.04458864126605,"","","Downregulated",1.31464533663019
"203143_s_at",-1.15850653014038,6.15660808296297,-4.21794627995749,6.99472912166816e-05,0.000442687634585113,1.04442312787597,"KIAA0040","KIAA0040","Downregulated",1.15850653014038
"228030_at",-1.18810458686105,8.04703635176754,-4.21629576025554,7.0359477766896e-05,0.000445181795354977,1.03881545769079,"RBM6","RNA binding motif protein 6","Downregulated",1.18810458686105
"238147_at",1.46068113032054,5.29402014922176,4.21596922800667,7.04413004844521e-05,0.00044564220531479,1.03770621545067,"TRIM46","tripartite motif containing 46","Upregulated",1.46068113032054
"204776_at",-1.52328979439253,6.02157952392197,-4.21556168993352,7.05435505796393e-05,0.00044617435647459,1.03632186613476,"THBS4","thrombospondin 4","Downregulated",1.52328979439253
"1553830_s_at",1.7485527010626,1.99502678099323,4.21474805111692,7.07481188948352e-05,0.000447410703824464,1.03355829151999,"MAGEA2B///MAGEA2","MAGE family member A2B///MAGE family member A2","Upregulated",1.7485527010626
"210375_at",-1.66471050044729,3.71935517538979,-4.21465791513079,7.0770816446344e-05,0.00044749673154398,1.03325215887469,"PTGER3","prostaglandin E receptor 3","Downregulated",1.66471050044729
"205424_at",-1.1579071711308,3.97933044097743,-4.21454252851051,7.07998827338258e-05,0.000447623002657506,1.03286027220545,"TBKBP1","TBK1 binding protein 1","Downregulated",1.1579071711308
"220049_s_at",-1.25853580578427,2.44816516843243,-4.21445451729281,7.08220608098559e-05,0.000447705697105675,1.03256136475464,"PDCD1LG2","programmed cell death 1 ligand 2","Downregulated",1.25853580578427
"1554705_at",-1.09866900661185,2.54289768433209,-4.21400700951151,7.09349327360036e-05,0.000448361623010987,1.03104157804053,"SCARA5","scavenger receptor class A member 5","Downregulated",1.09866900661185
"204288_s_at",-1.99810888006809,7.60105617651145,-4.21374363277567,7.10014436606884e-05,0.000448699600814451,1.03014716659839,"SORBS2","sorbin and SH3 domain containing 2","Downregulated",1.99810888006809
"1554864_a_at",-1.1254339744805,3.74896674580649,-4.21266772754746,7.1273769422063e-05,0.000450248133385584,1.02649380823793,"SDC3","syndecan 3","Downregulated",1.1254339744805
"205655_at",-1.36247841485611,4.50868101746889,-4.21264652397056,7.12791464440771e-05,0.000450248133385584,1.02642181474657,"MDM4","MDM4, p53 regulator","Downregulated",1.36247841485611
"212497_at",-1.37938830161578,4.33951511203613,-4.21259848792023,7.12913293702557e-05,0.000450267288451055,1.02625871651901,"MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1 like","Downregulated",1.37938830161578
"221640_s_at",1.33220640160111,4.4749579416801,4.212214574367,7.13887699635699e-05,0.00045065134106445,1.02495524380168,"PIDD1","p53-induced death domain protein 1","Upregulated",1.33220640160111
"217397_at",-1.20096219531125,3.87684313733743,-4.21204980094023,7.14306303073754e-05,0.000450857750838253,1.02439582302789,"YME1L1","YME1 like 1 ATPase","Downregulated",1.20096219531125
"208961_s_at",-1.19956532819401,8.26032691709211,-4.21179453146162,7.14955277733259e-05,0.000451209495336931,1.02352918602961,"KLF6","Kruppel like factor 6","Downregulated",1.19956532819401
"244532_x_at",1.46794954050531,4.91818375050348,4.21166780063408,7.15277678417844e-05,0.000451345790652417,1.02309894808733,"","","Upregulated",1.46794954050531
"215177_s_at",-1.9365415790694,6.8523012514598,-4.21163753684826,7.15354689637287e-05,0.000451345790652417,1.02299620684762,"ITGA6","integrin subunit alpha 6","Downregulated",1.9365415790694
"230877_at",-1.83992007289138,2.83890915497781,-4.20783741848047,7.25088582419512e-05,0.000456983894611387,1.01009889227424,"IGHD","immunoglobulin heavy constant delta","Downregulated",1.83992007289138
"206920_s_at",-1.02933118858089,6.09770286405918,-4.20719791864164,7.26739160111857e-05,0.000457941527104932,1.00792917009174,"GLE1","GLE1, RNA export mediator","Downregulated",1.02933118858089
"231120_x_at",2.25879696515164,4.51171756414272,4.20651318294135,7.28510513846689e-05,0.000458869310208618,1.00560619088011,"PKIB","protein kinase (cAMP-dependent, catalytic) inhibitor beta","Upregulated",2.25879696515164
"228394_at",-1.49099581972771,4.66529297841292,-4.2063728815385,7.28873975831255e-05,0.000458970299304178,1.00513024386837,"STK10","serine/threonine kinase 10","Downregulated",1.49099581972771
"215292_s_at",-1.17240693641466,3.71933034224294,-4.2063507094932,7.2893143029694e-05,0.000458970299304178,1.0050550301128,"MKL1","megakaryoblastic leukemia (translocation) 1","Downregulated",1.17240693641466
"235763_at",2.34721968599685,4.32002836809659,4.20618931282321,7.29349789551838e-05,0.000459174962825963,1.00450753486453,"SLC44A5","solute carrier family 44 member 5","Upregulated",2.34721968599685
"215619_at",1.11886756757917,3.14478853982009,4.20600884954206,7.29817846146652e-05,0.000459293346404122,1.00389537626205,"","","Upregulated",1.11886756757917
"211839_s_at",-1.27957315832093,2.89275234169642,-4.20580092020573,7.30357499224292e-05,0.000459574187523398,1.00319006836951,"CSF1","colony stimulating factor 1","Downregulated",1.27957315832093
"219174_at",1.13056662333136,6.26148939891335,4.20569889628013,7.30622429649621e-05,0.0004596312119184,1.00284400524527,"IFT74","intraflagellar transport 74","Upregulated",1.13056662333136
"238646_at",1.04817018820195,5.23804593539212,4.20569408021766,7.306349380425e-05,0.0004596312119184,1.00282766938279,"","","Upregulated",1.04817018820195
"209879_at",-1.63928161088659,6.22575722387483,-4.20360272255918,7.36086238967629e-05,0.000462883010362685,0.995734950212307,"SELPLG","selectin P ligand","Downregulated",1.63928161088659
"203903_s_at",-1.76158895005356,6.11414787088387,-4.20354302244797,7.36242427191378e-05,0.0004629220689344,0.995532512067515,"HEPH","hephaestin","Downregulated",1.76158895005356
"235937_at",1.46011260559655,4.75717907268679,4.20270711113351,7.38432711559351e-05,0.000464180613665061,0.992698188673301,"OCLN","occludin","Upregulated",1.46011260559655
"227679_at",-1.15008807264209,5.7263822913447,-4.20112363053405,7.42599054900242e-05,0.000466680353697014,0.987330018852587,"HDAC11","histone deacetylase 11","Downregulated",1.15008807264209
"204879_at",-1.64490166301317,4.2403670018596,-4.20107243578677,7.42734132804035e-05,0.00046670563750336,0.987156483590989,"PDPN","podoplanin","Downregulated",1.64490166301317
"221695_s_at",-1.3252275650244,6.11666310860969,-4.19998564605553,7.45607240362694e-05,0.000468287048611915,0.983472885645153,"MAP3K2","mitogen-activated protein kinase kinase kinase 2","Downregulated",1.3252275650244
"206353_at",-1.68847046519822,5.48029457689748,-4.19997647878835,7.45631521099509e-05,0.000468287048611915,0.983441816288667,"COX6A2","cytochrome c oxidase subunit 6A2","Downregulated",1.68847046519822
"205601_s_at",1.28836277342937,5.78839273374804,4.19985396211276,7.45956096202493e-05,0.000468371336300065,0.98302659133248,"HOXB5","homeobox B5","Upregulated",1.28836277342937
"240078_at",-1.20923661583259,3.35327753383148,-4.19971383747286,7.46327486038927e-05,0.000468544738524081,0.982551699691326,"SFSWAP","splicing factor SWAP homolog","Downregulated",1.20923661583259
"218938_at",-1.37531561351105,5.86427018070874,-4.19907707258486,7.48017432590141e-05,0.000469467341018809,0.980393782466757,"FBXL15","F-box and leucine rich repeat protein 15","Downregulated",1.37531561351105
"1561939_at",-1.19791057430646,3.50607277125855,-4.19900676641252,7.48204248351505e-05,0.000469467341018809,0.980155535724818,"DYNC2H1","dynein cytoplasmic 2 heavy chain 1","Downregulated",1.19791057430646
"218975_at",-1.47311980873297,3.33346559134194,-4.19898478918754,7.48262654907501e-05,0.000469467341018809,0.980081061931077,"COL5A3","collagen type V alpha 3 chain","Downregulated",1.47311980873297
"1560019_at",1.51747224853341,2.57135397658701,4.19898048345248,7.48274098321483e-05,0.000469467341018809,0.98006647119831,"DLGAP1-AS2","DLGAP1 antisense RNA 2","Upregulated",1.51747224853341
"241534_at",1.13768527579782,4.27751528834214,4.19764059205125,7.51843362453958e-05,0.000471532882511164,0.975526456466257,"LOC100505549","uncharacterized LOC100505549","Upregulated",1.13768527579782
"210493_s_at",-1.14836721167089,3.716993992655,-4.19763668264332,7.5185380051265e-05,0.000471532882511164,0.975513211327422,"MFAP3L","microfibrillar associated protein 3 like","Downregulated",1.14836721167089
"233253_at",1.19712239509154,3.41996260049438,4.19736036529394,7.52591917908726e-05,0.000471875516112827,0.974577062513503,"","","Upregulated",1.19712239509154
"204904_at",-1.47488523482825,5.17802902904727,-4.19727183422466,7.52828555900652e-05,0.000471903627391126,0.974277131756788,"GJA4","gap junction protein alpha 4","Downregulated",1.47488523482825
"1555845_at",1.10078100947636,7.28806579046918,4.19673635696081,7.54261384265864e-05,0.000472730546765042,0.972463092195726,"","","Upregulated",1.10078100947636
"202957_at",-1.66275944495813,7.79161966631767,-4.19670704943623,7.54339881154939e-05,0.000472730546765042,0.972363810968497,"HCLS1","hematopoietic cell-specific Lyn substrate 1","Downregulated",1.66275944495813
"207167_at",-1.50580752340134,3.7167043329825,-4.1966586675712,7.54469483755899e-05,0.000472751558476716,0.972199915039204,"CD101","CD101 molecule","Downregulated",1.50580752340134
